시설명,주소,경도,위도
산성경로당,경상남도 함안군 경상남도 함안군 칠서면 삼칠로 281-30,128.507989449,35.318451693
송락경로당,경상남도 함안군 경상남도 함안군 칠서면 용성길 112,128.503398926,35.383528509
신계경로당,경상남도 함안군 경상남도 함안군 칠서면 신계길 46,128.489661065,35.375119162
신기본동경로당,경상남도 함안군 경상남도 함안군 칠서면 삼칠로 1292,128.501419482,35.387632120
신기부녀경로당,경상남도 함안군 경상남도 함안군 칠서면 신기안길 39,128.502125451,35.386631133
신산경로당,경상남도 함안군 경상남도 함안군 칠서면 회산1길 58,128.495438790,35.313296736
안기경로당,경상남도 함안군 경상남도 함안군 칠서면 회산길 103-1,128.498053121,35.317889446
어령경로당,경상남도 함안군 경상남도 함안군 칠서면 어령길 54,128.477109151,35.313911777
용동경로당,경상남도 함안군 경상남도 함안군 칠서면 칠성로 440,128.507506386,35.385026481
용호경로당,경상남도 함안군 경상남도 함안군 칠서면 용호2길 16-12,128.499459689,35.372841104
웃배골장수사랑방,경상남도 함안군 경상남도 함안군 칠서면 이산로 139-1,128.470334688,35.345391179
유계경로당,경상남도 함안군 경상남도 함안군 칠서면 이산로 139-1,128.470334688,35.345391179
이곡경로당,경상남도 함안군 경상남도 함안군 칠서면 태곡2길 96,128.473480943,35.349737299
진동경로당,경상남도 함안군 경상남도 함안군 칠서면 계내2길 52-23,128.486294965,35.383233054
창동경로당,경상남도 함안군 경상남도 함안군 칠서면 청계3길 39,128.493737164,35.335624151
청계경로당,경상남도 함안군 경상남도 함안군 칠서면 청계1길 103,128.496365096,35.330192461
칠서면경로당,경상남도 함안군 경상남도 함안군 칠서면 삼칠로 1312,128.503466866,35.387273628
칠평경로당,경상남도 함안군 경상남도 함안군 칠서면 칠평로 63,128.505508488,35.316709257
평계경로당,경상남도 함안군 경상남도 함안군 칠서면 유성로 293,128.511219852,35.341322364
평지경로당,경상남도 함안군 경상남도 함안군 칠서면 이룡2길 27-27,128.508131353,35.388668269
향촌경로당,경상남도 함안군 경상남도 함안군 칠서면 향촌길 135,128.491672492,35.367881181
회문경로당,경상남도 함안군 경상남도 함안군 칠서면 회산리 149-1,,
가동경로당,경상남도 함안군 경상남도 함안군 칠북면 가동길 43,128.535344388,35.339115861
남양경로당,경상남도 함안군 경상남도 함안군 칠북면 남양길 14-4,128.521145540,35.365211401
내봉촌경로당,경상남도 함안군 경상남도 함안군 칠북면 온천로 333,128.565806937,35.368082333
단계경로당,경상남도 함안군 경상남도 함안군 칠북면 단내로 81,128.530348535,35.347757178
덕촌경로당,경상남도 함안군 경상남도 함안군 칠북면 덕촌2길 31,128.529823191,35.382384066
동태경로당,경상남도 함안군 경상남도 함안군 칠북면 영동1길 41,128.540523906,35.330659702
령동경로당,경상남도 함안군 경상남도 함안군 칠북면 이령3길 20-4,128.541717129,35.364011017
령동중앙장수경로당,경상남도 함안군 경상남도 함안군 칠북면 이령1길 30,128.538276774,35.366931840
령서경로당,경상남도 함안군 경상남도 함안군 칠북면 령서길 37,128.533378270,35.361712124
령서하실경로당,경상남도 함안군 경상남도 함안군 칠북면 삼칠로 1732-9,128.531934460,35.367249787
상촌경로당,경상남도 함안군 경상남도 함안군 칠북면 검단3길 6-9,128.539486131,35.349782191
성호경로당,경상남도 함안군 경상남도 함안군 칠북면 화천1길 260,128.502511536,35.351502045
아산경로당,경상남도 함안군 경상남도 함안군 칠북면 검단4길 19-7,128.561499211,35.348380742
애련둘 장수사랑방,경상남도 함안군 경상남도 함안군 칠북면 가연1길 70,128.519326646,35.341032576
어연경로당,경상남도 함안군 경상남도 함안군 칠북면 가연로 117,128.523532231,35.337403527
영동경로당,경상남도 함안군 경상남도 함안군 칠북면 영동2길 51,128.531785589,35.330436084
외봉촌경로당,경상남도 함안군 경상남도 함안군 칠북면 온천로 103,128.542715416,35.364427146
유계경로당,경상남도 함안군 경상남도 함안군 칠북면 유계길 49,128.521029932,35.349559036
이령경로당,경상남도 함안군 경상남도 함안군 칠북면 온천로 53,128.537813500,35.365955134
칠북면분회경로당,경상남도 함안군 경상남도 함안군 칠북면 삼칠로 2081-1,128.523633669,35.347213818
화천경로당,경상남도 함안군 경상남도 함안군 칠북면 화천길 164,128.513950041,35.349227680
가사대경로당,경상남도 함안군 경상남도 함안군 산인면 송정1길 109-72,128.437349099,35.283376658
가산경로당,경상남도 함안군 경상남도 함안군 산인면 송정1길 169-2,128.435694893,35.281424082
갈전경로당,경상남도 함안군 경상남도 함안군 산인면 모곡길 163,128.463528525,35.275867479
고려동경로당,경상남도 함안군 경상남도 함안군 산인면 모곡2길 37-3,128.459713166,35.275896622
구일경로당,경상남도 함안군 경상남도 함안군 산인면 부봉리 257-1,,
대천경로당,경상남도 함안군 경상남도 함안군 산인면 대천길 81,128.447609300,35.276482733
도천경로당,경상남도 함안군 경상남도 함안군 산인면 모곡5길 135-10,128.472051892,35.272539398
부봉경로당,경상남도 함안군 경상남도 함안군 산인면 부봉3길 5 (1층),128.438308539,35.304545810
산익경로당,경상남도 함안군 경상남도 함안군 산인면 산익길 201,128.468260450,35.260589668
산인면 학산경로당,경상남도 함안군 경상남도 함안군 산인면 학산2길 19,128.430116460,35.276007518
산인면경로당,경상남도 함안군 경상남도 함안군 산인면 가야로 217,128.424862106,35.279151567
송정경로당,경상남도 함안군 경상남도 함안군 산인면 송정1길 32,128.429847790,35.284947617
수동경로당,경상남도 함안군 경상남도 함안군 산인면 모곡1길 129-1,128.457014965,35.276633514
숲안경로당,경상남도 함안군 경상남도 함안군 산인면 입곡길 283,128.460396788,35.248654672
신당경로당,경상남도 함안군 경상남도 함안군 산인면 신산2길 38,128.481688412,35.269592366
안인경로당,경상남도 함안군 경상남도 함안군 산인면 내인길 125-23,128.437282099,35.288528625
양지경로당,경상남도 함안군 경상남도 함안군 산인면 입곡2길 171-5,128.464593582,35.250523697
어연경로당,경상남도 함안군 경상남도 함안군 산인면 부봉2길 7,128.439197599,35.303535984
외동경로당,경상남도 함안군 경상남도 함안군 산인면 내인외동길 16-4,128.435146866,35.291250559
운곡경로당,경상남도 함안군 경상남도 함안군 산인면 산인운곡길 61-28,128.451482700,35.309411460
유목정경로당,경상남도 함안군 경상남도 함안군 산인면 모곡길 43,128.459463628,35.272580150
입곡 다복경로당,경상남도 함안군 경상남도 함안군 산인면 입곡본3길 49,128.451799735,35.262470974
입곡경로당,경상남도 함안군 경상남도 함안군 산인면 입곡본1길 21,128.450898469,35.259127594
중촌경로당,경상남도 함안군 경상남도 함안군 산인면 입곡1길 35,128.456963003,35.255795106
하송경로당,경상남도 함안군 경상남도 함안군 산인면 송정2길 11,128.429012746,35.286249642
감현경로당,경상남도 함안군 경상남도 함안군 여항면 주동1길 69,128.431514416,35.191181543
내곡경로당,경상남도 함안군 경상남도 함안군 여항면 내곡안길 181,128.460705691,35.203744797
대산경로당,경상남도 함안군 경상남도 함안군 여항면 여항로 291,128.427272176,35.196070190
대촌경로당,경상남도 함안군 경상남도 함안군 여항면 주서3길 16,128.425933585,35.197993087
두곡경로당,경상남도 함안군 경상남도 함안군 여항면 두곡길 30-35,128.452459698,35.206540968
별천경로당,경상남도 함안군 경상남도 함안군 여항면 주동3길 21-1,128.434280955,35.174419456
봉곡경로당,경상남도 함안군 경상남도 함안군 여항면 내곡2길 43,128.458663238,35.190424297
상별래경로당,경상남도 함안군 경상남도 함안군 여항면 주동2길 224,128.423419262,35.184274657
양촌경로당,경상남도 함안군 경상남도 함안군 여항면 외암길 211,128.451703732,35.209444112
좌촌경로당,경상남도 함안군 경상남도 함안군 여항면 주서2길 115,128.421889185,35.201227072
청암경로당,경상남도 함안군 경상남도 함안군 여항면 청암길 34,128.433765009,35.210208748
송현경로당,경상남도 창녕군 창녕읍 솔터길 4,128.502821948,35.542354936
대동경로당,경상남도 창녕군 창녕읍 송현길 24,128.500229213,35.542636268
창녕읍부녀경로당,경상남도 창녕군 창녕읍 송현길 14-15,128.500592266,35.542310301
교리부녀경로당,경상남도 창녕군 창녕읍 문화공원길 24,128.495603729,35.544484369
명덕경로당,경상남도 창녕군 창녕읍 교리2길 6-21,128.499625491,35.544389986
건우1차아파트경로당,경상남도 창녕군 창녕읍 향교길 8,128.498193586,35.543912493
갈전경로당,경상남도 창녕군 창녕읍 우포2로 1189-20(1층),,
중앙경로당,경상남도 창녕군 창녕읍 우포2로 1189-20(2층),,
창서경로당,경상남도 창녕군 창녕읍 창서4길 3,128.485628101,35.553557807
주공아파트경로당,경상남도 창녕군 창녕읍 말흘5길 33,128.504524389,35.536217994
말흘경로당,경상남도 창녕군 창녕읍 말흘1길 18,128.501944093,35.538073807
말흘부녀경로당,경상남도 창녕군 창녕읍 말흘1길 18,128.501944093,35.538073807
낙영경로당,경상남도 창녕군 창녕읍 낙영3길 3,128.503468215,35.532462492
신당경로당,경상남도 창녕군 창녕읍 신당길 7,128.503646498,35.540587948
상퇴천경로당,경상남도 창녕군 창녕읍 상퇴천2길 32,128.503961706,35.522985209
교상경로당,경상남도 창녕군 창녕읍 교상길 5-5,128.500211009,35.540111691
교하경로당,경상남도 창녕군 창녕읍 교하길27-4,128.498848999,35.539928793
학천경로당,경상남도 창녕군 창녕읍 학천길 10,128.498166604,35.538313765
학천부녀경로당,경상남도 창녕군 창녕읍 학천길 10(2층),128.498166604,35.538313765
봉천경로당,경상남도 창녕군 창녕읍 봉천길 22,128.498869824,35.535878113
술정경로당,경상남도 창녕군 창녕읍 당산길 13-5,128.492679467,35.540701187
술정부녀경로당,경상남도 창녕군 창녕읍 당산길 13-5,128.492679467,35.540701187
직교경로당,경상남도 창녕군 창녕읍 직교1길 11,128.486527820,35.540615053
직신경로당,경상남도 창녕군 창녕읍 우포1대로 1435-2,128.471175863,35.537404022
조산경로당,경상남도 창녕군 창녕읍 조산1길 40,128.484321708,35.537373091
도야경로당,경상남도 창녕군 창녕읍 도야1길 27,128.506255819,35.555145919
하리경로당,경상남도 창녕군 창녕읍 하리청학로 76,128.498421334,35.557659499
퇴천경로당,경상남도 창녕군 창녕읍 퇴천1길 5,128.502157082,35.521403843
창락경로당,경상남도 창녕군 창녕읍 창녕장마로 787,128.490196292,35.515218161
창락부녀경로당,경상남도 창녕군 창녕읍 창녕장마로 787,128.490196292,35.515218161
탐하경로당,경상남도 창녕군 창녕읍 옥정곡길 10,128.487836001,35.529185186
회산경로당,경상남도 창녕군 창녕읍 회산길 15,128.474025678,35.528237623
환곡경로당,경상남도 창녕군 창녕읍 환곡1길 22,128.471060919,35.516277203
어도경로당,경상남도 창녕군 창녕읍 환곡어도로 54,128.475124424,35.509721405
이남경로당,경상남도 창녕군 창녕읍 이남길 42,128.464977327,35.508452248
학산경로당,경상남도 창녕군 창녕읍 학산길 32-13,128.459836488,35.511408158
외부경로당,경상남도 창녕군 창녕읍 외부길 55,128.462319843,35.497898603
