시설명,주소,경도,위도
남강워터피아,"경상남도 진주시 호탄길13번길 16, 3.4층 (호탄동)",128.114725537,35.162919453
킹사우나,경상남도 창녕군 창녕읍 화왕산로 157-7,128.505794484,35.532070292
동원탕,"경상남도 양산시 북정로 104, 양산동원타운 지하1층 (북정동)",129.049744769,35.360892436
스파더스페이스,"경상남도 창원시 마산합포구 구산면 유산군령로 250, 3층",128.561478239,35.130904719
하일사우나,"경상남도 고성군 하일면 공룡로 992, 1층",128.193884528,34.943250234
윙스온천,"경상남도 진주시 동부로169번길 12, 지하1층 AB102호 (충무공동)",128.127456740,35.164867743
양자에너지체험방,"경상남도 하동군 화개면 쌍계로 24, 2동 2층",127.624923105,35.188861581
신우사우나,"경상남도 창원시 마산회원구 북성로 188, 상가 B101, 101, 201호 (회원동, 신우투시스빌리지)",128.571448652,35.223880789
진주피티에이제이스파휘트니스,"경상남도 진주시 동진로 22, 아주스타타워 7층 701호 (칠암동)",128.093638038,35.178525805
적량면문화복지센터운영위원회(목욕탕),경상남도 하동군 적량면 대티길 44-22,127.777313738,35.081877626
합천호 청정사우나,"경상남도 합천군 대병면 회양관광단지길 79-3, 합천호 청정사우나",128.016356295,35.523854783
스파제이엘,"경상남도 창원시 마산회원구 교방시장1길 17, 202호 (회원동, 신우빌라)",128.561935171,35.217142571
한양더파크온천,"경상남도 김해시 장유로 270, 한양에스쇼핑센터 주1동 501호 (부곡동)",128.812116317,35.200833314
와룡탕,경상남도 사천시 진삼로 125-6 (송포동),128.063699619,34.968274388
동광탕,경상남도 사천시 수남길 84-6 (동동),128.069653254,34.928637298
금성탕,경상남도 사천시 팔포2길 5 (선구동),128.073904876,34.927325213
대림탕,경상남도 사천시 문선5길 11 (벌리동),128.082296874,34.937828133
현대탕,경상남도 사천시 사천읍 평화2길 72-7,128.089882118,35.081997651
해수탕,경상남도 사천시 삼천포대교로 512-8 (동림동),128.077421445,34.942219477
숲뫼탕,경상남도 사천시 문선8길 24-27 (벌리동),128.085033048,34.935225037
상현헬스사우나,경상남도 사천시 사천읍 무산1길 51-9,128.090046567,35.087180921
남일대리조트 해수월드,경상남도 사천시 남일대길 70 (향촌동),128.096865241,34.929028832
남양탕,경상남도 사천시 임내길 21 (죽림동),128.064479685,34.969887382
수림사우나,경상남도 사천시 삼상로 57 (벌리동),128.081697162,34.935880057
시온탕,경상남도 사천시 수남3길 14 (동동),128.070849415,34.929030855
우리해수탕,경상남도 사천시 팔포1길 58 (서금동),128.075664283,34.926419889
실로암사우나,경상남도 사천시 동금2길 20-16 (동금동),128.077101570,34.932395055
보성탕,경상남도 사천시 각산로 74 (서동),128.066632342,34.930050118
조양목욕탕,경상남도 사천시 사천읍 정의1길 53,128.090442119,35.085785396
다조아,경상남도 통영시 해미당1길 25-7 (무전동),128.430202409,34.856637792
토성탕,경상남도 통영시 중앙로 191 (태평동),128.424905529,34.848474304
조은보석사우나,경상남도 통영시 원문로 39 (북신동),128.423994831,34.857483262
정량탕,경상남도 통영시 통영해안로 413-2 (정량동),128.431456727,34.846432799
용천탕,경상남도 통영시 북신시장2길 20-5 (북신동),128.427157408,34.854340981
궁전탕,경상남도 통영시 북신로 29 (북신동),128.428554751,34.853285978
나포리해수사우나,경상남도 통영시 해평1길 33-6 (봉평동),128.414731495,34.832747525
죽림스파,경상남도 통영시 광도면 죽림2로 63 (죽림스파),128.419761399,34.880156929
현대탕,경상남도 통영시 충렬안길 4-1 (항남동),128.421399138,34.842651637
통영휘트니스,경상남도 통영시 중앙로 303-38 (무전동),128.426350134,34.857970931
약수탕,경상남도 통영시 봉수로 65-1 (봉평동),128.416379227,34.825438600
욕지공중목욕탕,경상남도 통영시 욕지면 중촌길 177,128.262796855,34.636158734
테마사우나,경상남도 통영시 중앙로 24 (도천동),128.413911390,34.837812700
서호탕,경상남도 통영시 새터길 30 (서호동),128.418345525,34.840996155
통영해수랜드,경상남도 통영시 통영해안로 297 (항남동),128.424621918,34.841729639
시민탕,경상남도 통영시 강구안길 33 (중앙동),128.423420622,34.844383371
(주)통영워터피아,경상남도 통영시 광도면 죽림1로 17-19,128.414966381,34.878292870
정당새미,경상남도 통영시 여황로 270 (명정동),128.418970223,34.847007609
통영파라스파,경상남도 통영시 미우지해안로 29 (미수동),128.403089622,34.828061420
장수목욕탕,경상남도 통영시 정량안길 10 (정량동),128.431131655,34.848989405
통영미륵천,경상남도 통영시 산양읍 산양일주로 701,128.417619899,34.784632897
동원목욕탕,경상남도 통영시 여황로 399-5 (북신동),128.425243702,34.856204923
안황스포츠센터,경상남도 통영시 광도면 안정로 830,128.411987748,34.949007533
북문목욕탕,경상남도 통영시 북신1길 10 (북신동),128.430431312,34.852846456
항남목욕탕,경상남도 통영시 동충4길 22-3 (항남동),128.422799425,34.841105950
청수탕,경상남도 통영시 정동4길 46 (정량동),128.431662749,34.843707750
스탠포드 사우나,경상남도 통영시 도남로 347 (도남동),128.440134791,34.825062010
화진주,경상남도 통영시 광도면 향교옆길 71-55,128.410304923,34.873988217
금호리조트(주)통영마리나,"경상남도 통영시 큰발개1길 33 (도남동, 금호마리나)",128.438742466,34.827455871
아슬란유황천사우나,"경상남도 진주시 충의로 119, 진주혁신도시 아슬란스포츠몰 4층 A402호 일부 (충무공동)",128.152183220,35.174517245
덕봉작은목욕탕,경상남도 합천군 쌍책면 덕봉1길 177,128.278598227,35.601309306
삼동면 복지회관 목욕탕,경상남도 남해군 삼동면 동부대로 1830,128.002723026,34.830032265
쌍책면 목욕탕,"경상남도 합천군 쌍책면 황강옥전로 1586, 쌍책면 복지회관",128.284717026,35.577795502
덕곡면 복지회관 목욕탕,"경상남도 합천군 덕곡면 장리4길 16-1, 덕곡면복지회관",128.322484229,35.628541141
호텔가조(HOTELGaJo),"경상남도 거창군 가조면 온천길 108-11, 패밀리관광호텔",128.025481145,35.698950903
명성사우나,"경상남도 함양군 함양읍 함양로 1173, 반월빌딩",127.728135056,35.523570158
악양면소다사복합문화관 목욕탕,경상남도 하동군 악양면 악양동로 366-13,127.709871235,35.162318104
힐링스파사우나,경상남도 밀양시 상동면 상동로 598,128.761799158,35.556394126
가야해수사우나&골프존파크,"경상남도 김해시 김해대로2492번길 38, 2,3층 (삼정동)",128.902874025,35.226619371
청솔탕,경상남도 창원시 성산구 안민로117번길 11 (안민동),128.689611560,35.187019421
용호탕,경상남도 창원시 성산구 원이대로579번길 8 (용호동),128.679338631,35.229112994
무량탕,경상남도 창원시 성산구 창이대로460번길 16 (용호동),128.684145901,35.238048967
용지온천,경상남도 창원시 성산구 원이대로579번길 18 (용호동),128.680086241,35.229948110
자화수성원탕,경상남도 창원시 성산구 대정로 79 (남양동),128.701262953,35.210850887
위즈스파,"경상남도 창원시 마산합포구 월영남로 7 (해운동,(지하1,2층))",128.558777839,35.178057688
천자봉사우나,경상남도 창원시 진해구 천자로413번길 5 (풍호동),128.709697048,35.135560163
용원해수탕,경상남도 창원시 진해구 용원남로7번길 21-3 (용원동),128.819122258,35.094766559
해운탕,"경상남도 창원시 마산합포구 월영남13길 1 (해운동,해운빌딩)",128.560615499,35.177638131
대청사우나,경상남도 창원시 의창구 창이대로 205 (봉곡동),128.659828317,35.245112027
굿모닝헬스사우나,"경상남도 창원시 마산회원구 팔용로 75, 효진프라자(2,4층) (합성동)",128.588682068,35.235917777
(주)호텔인터내셔널사우나,"경상남도 창원시 성산구 중앙대로 69, 호텔인터내셔널 2층층 (중앙동)",128.677329689,35.221746332
천마온천,"경상남도 창원시 의창구 북면 천주로 1171 ((구번지 426-9,427-2,4,9))",128.609940607,35.354640385
가고파사우나,"경상남도 창원시 마산합포구 현동로 56, 401호,5층,6층 (현동)",128.554010692,35.150604730
맑은샘사우나,"경상남도 창원시 성산구 삼정자로72번길 29-1, 5,6층 501,601호 (성주동, 라임프라자빌딩)",128.714119559,35.195087364
도계온천탕,경상남도 창원시 의창구 하남천서길5번길 17-9 (도계동),128.636512400,35.260959838
신천탕,경상남도 창원시 성산구 신촌로 29 (신촌동),128.626972544,35.206951244
동광탕,경상남도 창원시 성산구 두대로55번길 8 (대원동),128.650860300,35.232209969
대온목욕탕,경상남도 창원시 의창구 원이대로189번길 36 (명서동),128.646136890,35.249088200
조아목욕탕,"경상남도 창원시 의창구 명지로84번길 4 (명서동,조아상가 4층)",128.646702154,35.248940427
신우사우나,"경상남도 창원시 의창구 창이대로85번길 6, 1,2층 (명서동)",128.648399107,35.240238972
외동탕,경상남도 창원시 성산구 원이대로580번길 24-4 (중앙동),128.677090111,35.226813721
수영온천탕,경상남도 창원시 마산회원구 구암북1길 5-9 (구암동),128.594170389,35.252780186
유성탕,경상남도 창원시 마산회원구 구암서2길 33 (구암동),128.590753151,35.247759847
온수탕,경상남도 창원시 마산회원구 구암서2길 62-1 (구암동),128.592399920,35.248253610
청하탕,"경상남도 창원시 마산회원구 양덕북5길 75 (양덕동,(지상1층,지상2층))",128.586197862,35.232737080
태산사우나,경상남도 창원시 마산회원구 내서읍 중리상곡로 90,128.509599061,35.248560520
부국탕,경상남도 창원시 성산구 반지로16번길 17-12 (반지동),128.662116157,35.239589388
우리사우나,"경상남도 창원시 성산구 반송로 150 (반림동,회성빌딩 지하1,2층)",128.671815642,35.235978614
성지탕,경상남도 창원시 마산합포구 성호서6길 6 (성호동),128.570350045,35.210030369
노블파크사우나,"경상남도 창원시 성산구 반송로 106, 지하층 111호 (반림동, 노블파크분구상가)",128.667392774,35.237850902
수정탕,"경상남도 창원시 의창구 사림로130번길 6-3 (사림동,지하)",128.684583229,35.243390665
로봇,경상남도 창원시 마산합포구 구산면 구산로 155,128.590011521,35.101252643
대동목욕탕,경상남도 창원시 마산회원구 내서읍 삼계5길 28,128.503223571,35.230675225
물좋은목욕탕,경상남도 창원시 마산회원구 내서읍 삼계로 66-20,128.497562778,35.232147739
왕자탕,경상남도 창원시 진해구 경화로26번길 6 (경화동),128.686718372,35.155689964
중일목욕탕,경상남도 창원시 진해구 여좌로21번길 39 (여좌동),128.660664554,35.154343089
두꺼비목욕장,경상남도 창원시 진해구 충무로 44 (수송동),128.656373330,35.149320887
우일탕,"경상남도 창원시 진해구 태평로38번길 3 (태평동,충무동35-1)",128.663520564,35.145503730
자유탕,경상남도 창원시 진해구 웅천중로 74 (성내동),128.749977807,35.112342777
청원사우나,"경상남도 창원시 성산구 창이대로901번길 30, 201,202호 (대방동, 대방그린빌@상가)",128.710232666,35.205282896
옥천탕,경상남도 창원시 성산구 비음로4번길 37-20 (사파동),128.700079670,35.226267040
경남목욕탕,"경상남도 창원시 의창구 지귀로 18 (봉곡동,경남상가 2층)",128.649761692,35.245019580
봉림탕,경상남도 창원시 의창구 봉곡로111번길 10 (봉곡동),128.671408188,35.247147970
국군복지단창원쇼핑타운목욕장,경상남도 창원시 의창구 동읍 동읍로 200,128.676483071,35.292696255
마금산원탕보양온천,경상남도 창원시 의창구 북면 천주로 1167,128.609430528,35.354648455
우성온천옛날원탕,경상남도 창원시 의창구 북면 천주로 1176 (외 5필지),128.610313377,35.354582849
신촌온천,경상남도 창원시 의창구 북면 천주로1150번길 15-14,128.611158256,35.352585611
하니온천,경상남도 창원시 의창구 북면 천주로1150번길 8,128.609327387,35.352256985
북면황토방온천목욕탕,경상남도 창원시 의창구 북면 천주로1170번길 17-10 (마금산온천단지Z-15),128.612321608,35.353922954
유성온천,경상남도 창원시 마산회원구 석전북18길 13 (석전동),128.567150169,35.230797139
석전탕,경상남도 창원시 마산회원구 석전동5길 20 (석전동),128.574642388,35.231008702
신성,경상남도 창원시 마산회원구 합성북15길 55 (합성동),128.582477468,35.243947275
새수성,경상남도 창원시 마산회원구 회원동북로 43 (회원동),128.578014490,35.219865211
길천탕,경상남도 창원시 진해구 여좌로63번길 3 (여좌동),128.661889628,35.156992015
장복탕,경상남도 창원시 진해구 경화시장로 39 (경화동),128.690496403,35.157229088
마금산원탕보양온천,"경상남도 창원시 의창구 북면 천주로 1167 (3,4층)",128.609430528,35.354648455
백월산한방찜질방,"경상남도 창원시 의창구 북면 신촌본포로 156, 백월산한방찜질방",128.622761631,35.345513376
온정,"경상남도 창원시 마산합포구 교방동6길 6-3, 온정탕 (교방동)",128.567547976,35.213943838
주공목욕탕,경상남도 창원시 마산합포구 교방시장2길 27 (교방동),128.562583833,35.216390737
육일라이프휘트니스사우나,경상남도 창원시 마산합포구 교방북2길 5 (교방동),128.564096626,35.215089406
오아시스랜드,경상남도 창원시 진해구 충장로 325 (경화동),128.687613921,35.153821156
새상남,경상남도 창원시 마산합포구 노산북8길 2-2 (상남동),128.571980389,35.212960240
옥천탕,"경상남도 창원시 마산합포구 합포서1길 16 (상남동,외1필지)",128.578716781,35.209756482
남부사우나찜질방,경상남도 창원시 마산합포구 해안대로 7 (월남동5가),128.559749059,35.180779247
화인사우나,경상남도 창원시 마산합포구 동서남1길 16 (서성동),128.570314024,35.202064131
이즈 스포츠클럽,"경상남도 창원시 마산회원구 내서읍 광려천서로 81, 지하1층 B101호",128.510675641,35.249037957
신정탕,"경상남도 창원시 마산합포구 동서북11길 24, 신정탕 1~2층 (수성동)",128.574090620,35.205061117
그랜드머큐어 앰배서더 창원 사우나,경상남도 창원시 성산구 원이대로 332 (대원동),128.654872353,35.238708934
태림사우나,경상남도 창원시 진해구 중원로74번길 5 (대흥동),128.660415024,35.150834879
북면온천,"경상남도 창원시 의창구 북면 천주로1173번길 14-17, 지하1층,지상2층",128.609857527,35.355979447
물조은온천,"경상남도 창원시 진해구 신항동로 121, 오렌지타운  401,403호 (용원동)",128.814952595,35.088390855
백로사우나,"경상남도 창원시 진해구 벚꽃로60번길 26, 백로탕 2층 (송학동)",128.665507470,35.150628736
창원현대사우나,"경상남도 창원시 성산구 용지로 96 (중앙동,하이페르오피스텔401호)",128.678054017,35.224126578
무학온천,경상남도 창원시 마산합포구 자산삼거리로 81 (자산동),128.565368946,35.206903276
감계 사우나,"경상남도 창원시 의창구 북면 동전로110번길 8, 지하1층 101호",128.596850554,35.305328516
국제사우나,"경상남도 창원시 마산회원구 합성옛길 248, 경화목욕탕 1,3층 (합성동)",128.586936431,35.241852005
뉴팔로우흥업,경상남도 창원시 마산회원구 내서읍 삼계3길 39-3,128.504341048,35.231191861
수성,경상남도 창원시 마산합포구 동서북6길 12 (수성동),128.574373648,35.204031967
월성탕,경상남도 창원시 마산합포구 반월서4길 2 (신월동),128.560542550,35.192749878
신광,경상남도 창원시 마산합포구 중앙남4길 15 (신흥동),128.563983650,35.192551334
석수목욕탕,경상남도 창원시 마산합포구 자산남로 2 (완월동),128.565030169,35.200264695
황토불가마찜질방,"경상남도 창원시 마산회원구 합성옛길 126 (합성동, 밀레온빌딩102동 3층~5층)",128.583163514,35.237317211
명품탕,경상남도 창원시 진해구 중초로29번길 14 (경화동),128.679294716,35.155834557
하이존사우나,경상남도 창원시 진해구 조천북로 62 (경화동),128.679962640,35.159341959
그린힐사우나,경상남도 창원시 성산구 대암로 145 (대방동),128.710069057,35.212896412
영사우나,"경상남도 창원시 마산회원구 북성로 지하 138, 201,202호 (회원동, 천지리치빌)",128.570994195,35.219548115
목간사우나,경상남도 창원시 의창구 대산면 주남로 549-1,128.706939286,35.333291833
오션사우나,"경상남도 창원시 의창구 태복산로 317, 4,5층 (봉림동, 오션파이브 )",128.667538868,35.250386002
중앙사우나,"경상남도 창원시 의창구 북면 무동로226번길 6-25, 중앙프라자 지상층 501,502호",128.584680470,35.317244290
럭키사우나,경상남도 창원시 마산합포구 문화북1길 17 (두월동1가),128.561562447,35.188227542
대동씨코아사우나(남),"경상남도 창원시 마산합포구 월영동로 8 (해운동, 311호)",128.562430039,35.179838238
청담사우나,"경상남도 창원시 성산구 가양로136번길 24, 지하,3,5층 (대방동)",128.708286537,35.207465213
진해스파랜드,"경상남도 창원시 진해구 진해대로 762, 지1층 B101-13호 (석동, 진해미래쇼핑센터)",128.698734621,35.158141780
초원탕,경상남도 창원시 마산회원구 양덕북12길 69 (양덕동),128.585015076,35.233814321
칠성탕,경상남도 창원시 마산회원구 양덕천길 63-1 (양덕동),128.587372461,35.231750081
가고파사우나,경상남도 창원시 마산회원구 양덕북17길 3 (양덕동),128.585175253,35.237138503
목련탕,경상남도 창원시 성산구 삼동로128번길 50 (내동),128.660547656,35.221968980
새미목욕탕,"경상남도 창원시 의창구 팔용로 423 (팔용동,새미상가 3층,5층)",128.612004375,35.254661025
한창사우나,경상남도 창원시 의창구 사화로 16 (팔용동),128.609436401,35.256814447
팔용탕,"경상남도 창원시 의창구 반계로 95 (팔용동,대동중앙아파트상가목욕탕2,3층)",128.615702599,35.253902978
개나리온천,"경상남도 창원시 성산구 가음로 45, 피오르빌아파트 목욕탕상가 2,3층 (남양동)",128.700979721,35.208841866
동읍탕,"경상남도 창원시 의창구 동읍 용잠로41번길 17-1, 1, 2층",128.690164039,35.280118855
약수건강타운,"경상남도 창원시 마산합포구 자산삼거리로 68 (자산동,(2층남탕),(5층:여탕),(지하1층보일러실))",128.566010193,35.206234849
봉화,경상남도 창원시 마산회원구 회원동15길 53 (회원동),128.571658275,35.221469347
팔용탕,경상남도 창원시 마산회원구 봉암북2길 15 (봉암동),128.596403771,35.221671612
신세계목욕탕,경상남도 창원시 마산회원구 합성서9길 30 (합성동),128.581106487,35.239177281
감천옥수사우나,경상남도 창원시 마산회원구 내서읍 경남대로 843,128.504334320,35.225547058
세림탕,경상남도 창원시 진해구 경화로15번길 39 (경화동),128.682179027,35.154424771
동아,경상남도 창원시 마산회원구 회원동12길 140 (회원동),128.571905439,35.224704959
금호탕,경상남도 창원시 마산회원구 회원동28길 14 (회원동),128.576717079,35.215868518
청호탕,경상남도 창원시 마산회원구 회원북26길 51 (회원동),128.564382549,35.219374327
신세계탕,경상남도 창원시 마산합포구 산호북11길 20 (산호동),128.583394641,35.218052360
금천탕,"경상남도 창원시 마산합포구 어시장6길 46 (남성동,67-6, 198-6)",128.577279033,35.203705028
성원사우나,"경상남도 창원시 성산구 동산로 108, 2,3층 (상남동, 성원아파트 3단지목욕탕상가)",128.690018620,35.218167263
신월탕,"경상남도 창원시 성산구 상남로202번길 42 (신월동,지하층)",128.691996045,35.227415038
유성사우나,"경상남도 창원시 진해구 용원로41번길 9 (용원동,9층)",128.813816454,35.100500065
부경신항수협사우나,"경상남도 창원시 진해구 마천로36번길 8 (마천동,(1층. 2층))",128.784691153,35.127418551
시흥목욕탕,"경상남도 창원시 마산합포구 중앙동3길 32-9, 지상1,2층 (중앙동2가)",128.568637651,35.194633996
황실목욕장,"경상남도 창원시 마산합포구 합포동1길 5 (산호동,(지상1층,2층,3층,4층,5층))",128.583779354,35.209616741
신영,경상남도 창원시 마산합포구 3·15대로 132-1 (중앙동1가),128.563586863,35.190580449
경방사우나,경상남도 창원시 마산합포구 장군천로 42 (중앙동2가),128.566304593,35.196379438
천수탕,경상남도 창원시 마산회원구 회원동7길 33 (회원동),128.572826742,35.217383506
귀빈탕,경상남도 창원시 마산회원구 회원북25길 6 (회원동),128.563498778,35.219006453
동래온천,경상남도 창원시 마산회원구 교방시장1길 9 (회원동),128.561237810,35.217060956
현대,경상남도 창원시 마산회원구 내서읍 호원로 226,128.521477503,35.253503937
국민건강,"경상남도 창원시 진해구 동진로 138, 2층 201호 (덕산동)",128.702709596,35.145000232
주식회사 한일웰빙사우나,"경상남도 창원시 마산합포구 진동면 진북산업로 78, 2,3층",128.488105220,35.123400325
허심청사우나,"경상남도 창원시 마산합포구 오동동14길 7 (오동동,외2필지 401호 (251-75, 251-77))",128.580098287,35.204478854
만경,경상남도 창원시 마산합포구 오동북5길 11-3 (오동동),128.579544253,35.207380909
일성목욕탕,경상남도 창원시 마산합포구 가포로 6 (해운동),128.558023728,35.179670148
딸부자사우나,"경상남도 창원시 의창구 서상로 37 (서상동,2.3층)",128.617024943,35.263273029
드림사우나,"경상남도 창원시 성산구 창이대로692번길 5, 301호 (사파동, 드림캐슬빌딩)",128.699643367,35.222457015
해수원,"경상남도 창원시 의창구 지귀로 22, 3,4층 (봉곡동)",128.649948631,35.245136957
불종사우나,"경상남도 창원시 마산합포구 오동북19길 5 (오동동,(지상1,2,3층))",128.576838849,35.207291503
아람휘트니스사우나,"경상남도 창원시 의창구 용지로293번길 28, 101호 (사림동, 우영프라자)",128.688089341,35.240888200
신창탕,경상남도 창원시 마산합포구 문화북3길 9 (신창동),128.559097831,35.186423979
도성탕,경상남도 창원시 진해구 중초로23번길 7 (경화동),128.680433654,35.155013999
은솔사우나,"경상남도 창원시 마산합포구 자산솔밭로 37 (자산동,외1필지(지상2층,3층))",128.559614794,35.200602897
앵화탕,경상남도 창원시 마산합포구 문화남1길 3 (두월동3가),128.560356596,35.185531960
킹찜질방,"경상남도 창원시 성산구 마디미로43번길 10, 6층 601호 (상남동, 모아엔트몰)",128.684075374,35.220141526
천우해수사우나,"경상남도 창원시 진해구 만금로 23 (용원동,외 2필지)",128.822352444,35.100116417
그랜드사우나,"경상남도 창원시 마산회원구 내서읍 호계본동로 17-2, 코오롱그랜드쇼핑 401호",128.521062003,35.261488836
부일,경상남도 창원시 마산합포구 문화북4길 69 (두월동1가),128.561249185,35.187297196
옥천,경상남도 창원시 마산합포구 반월북2길 21 (반월동),128.561219492,35.190139422
반도,"경상남도 창원시 마산합포구 몽고정길 59, 지상1,2층 (부림동)",128.572093842,35.205844031
사보이관광호텔사우나,"경상남도 창원시 마산합포구 삼호로 39, 2층 (산호동, 사보이관광호텔)",128.586004786,35.221097077
영광탕,경상남도 창원시 마산합포구 산호시장길 3 (산호동),128.581142209,35.217881590
두산,경상남도 창원시 마산합포구 회원천남길 338 (상남동),128.576874192,35.214006992
윤성사우나,경상남도 창원시 진해구 진해대로913번길 9 (자은동),128.708169344,35.148279983
창동 놀이터 사우나,"경상남도 창원시 마산합포구 북성로 19, 가람빌딩 3,4,6,7층 (추산동)",128.572649085,35.209145407
킹사우나목욕탕,"경상남도 창원시 성산구 마디미로43번길 10, 5층 501호 (상남동, 모아엔트몰)",128.684075374,35.220141526
짬사우나,"경상남도 창원시 의창구 의안로17번길 2, 2층,4층 (소답동)",128.623774310,35.263316159
용마,경상남도 창원시 마산합포구 산호남1길 18 (산호동),128.581791796,35.215940759
신라탕,경상남도 창원시 마산합포구 합포동4길 14 (산호동),128.584013832,35.208344424
산호목욕탕,경상남도 창원시 마산합포구 합포남5길 21 (산호동),128.581178183,35.209741778
한성,경상남도 창원시 마산합포구 완월남로 9 (완월동),128.560907268,35.197001458
유산참숯랜드(주),경상남도 창원시 마산합포구 구산면 유산군령로 118,128.549567718,35.124897749
창원양촌스파월드,"경상남도 창원시 마산합포구 진전면 팔의사로 435 ((지상1,2층))",128.389221961,35.121030846
보배산참숯가마찜질방,경상남도 창원시 진해구 가주로73번길 14 (가주동),128.836789233,35.111131703
창원온천,"경상남도 창원시 성산구 동산로65번길 26-12 (상남동,다모아타운4,5,6층)",128.685403271,35.217044838
수정탕,경상남도 창원시 의창구 도계로50번길 5-12 (도계동),128.636937462,35.259217173
청수목욕탕,경상남도 창원시 마산합포구 합포서8길 6 (상남동),128.576404305,35.210426957
소죽도찜질방,"경상남도 창원시 진해구 천자로 165, 1층 (덕산동)",128.689188562,35.140781421
대흥탕,경상남도 창원시 진해구 제황로 77-1 (충무동),128.666628405,35.151030811
목화탕,경상남도 창원시 진해구 충장로575번길 18 (풍호동),128.703090058,35.137327849
마산온천탕,경상남도 창원시 마산합포구 반월북5길 55 (대성동1가),128.561548247,35.192769161
제일,경상남도 창원시 마산합포구 문화서1길 75 (대창동),128.555613271,35.186624148
청정탕,경상남도 창원시 진해구 동진로 62-5 (석동),128.701995720,35.151505132
금호사우나,"경상남도 창원시 마산합포구 진동면 서촌바다길 23 ((1,2층))",128.485074866,35.113205832
삼화목욕탕,경상남도 창원시 마산합포구 진동면 진동시장길 64,128.487144977,35.113249708
발리불소천,"경상남도 창원시 마산회원구 석전동16길 28 (석전동,,222-19번지)",128.579505556,35.236860075
진북황실온천,"경상남도 창원시 마산합포구 진북면 진북산업로 308 ((1,2,3층))",128.483859679,35.142676067
마빈탕(공동탕),경상남도 창원시 마산합포구 진전면 팔의사로 457,128.390639161,35.119531305
양촌탕,경상남도 창원시 마산합포구 진전면 양촌1길 38-46,128.387721191,35.124251066
대림,경상남도 창원시 마산합포구 문화동10길 13 (창포동2가),128.560650909,35.183405640
보광,경상남도 창원시 마산합포구 문화남11길 48 (청계동),128.557329940,35.184498617
우리사우나,경상남도 창원시 마산회원구 내서읍 호계본동로 36,128.521500451,35.263433485
정우사우나,"경상남도 창원시 진해구 장복대로 141, 4층 (자은동)",128.713187563,35.152675090
호성목욕탕,경상남도 창원시 마산합포구 자산북1길 9 (자산동),128.563805730,35.204581521
목간사우나,경상남도 창원시 마산합포구 동서동3길 16,128.571573732,35.198981492
대동씨코아사우나(여),경상남도 창원시 마산합포구 월영동로 8 (해운동),128.562430039,35.179838238
뉴아람스포츠사우나,"경상남도 창원시 성산구 원이대로393번길 25, 지하1층 1009호 (반지동, 케이프타운)",128.662575225,35.239959265
뉴금호온천,"경상남도 창원시 의창구 읍성로127번길 3 (소답동,소답온천 2. 3층)",128.629118993,35.261779800
청수탕,경상남도 창원시 의창구 의안로50번길 25 (소답동),128.626905002,35.266159950
명천사우나,"경상남도 창원시 마산회원구 산호천동길 212 (양덕동,30번지)",128.581408212,35.234176093
효성탕,"경상남도 창원시 마산회원구 합성서5길 20 (합성동,151-12)",128.583387273,35.241299635
마빈가족탕,경상남도 창원시 마산합포구 진전면 팔의사로 457,128.390639161,35.119531305
산수랜드,경상남도 창원시 마산합포구 진전면 팔의사로 471,128.391968507,35.118468918
남도목욕탕,경상남도 창원시 진해구 충장로297번길 23 (경화동),128.684352225,35.155580979
명천목욕탕,경상남도 창원시 진해구 여좌로123번길 13 (여좌동),128.661850695,35.161585928
팔도탕,"경상남도 창원시 의창구 읍성로79번길 2 (소답동,팔도상가 지하)",128.626811346,35.265116081
창원탕,"경상남도 창원시 의창구 의창대로211번길 30 (중동,1층,2층)",128.620800812,35.264366372
경상온천,경상남도 창원시 의창구 소계로 107 (소계동),128.597699562,35.258387997
옥수탕,경상남도 창원시 의창구 소계로90번길 9 (소계동),128.599856030,35.257757259
천주탕,"경상남도 창원시 의창구 소계로116번길 6-16, 지하층 (소계동)",128.598543558,35.258994401
남도탕,"경상남도 창원시 의창구 하남천서길9번길 23 (도계동,1,2층)",128.637101334,35.261434167
연진탕,"경상남도 창원시 의창구 태복산로23번길 24 (도계동,1.2층)",128.639372718,35.255345902
도심속의쉼터,"경상남도 창원시 성산구 중앙대로83번길 14 (중앙동,창원종합상가 3층)",128.677413164,35.223428431
자여목욕탕,경상남도 창원시 의창구 동읍 자여로93번길 38,128.701207349,35.277126252
벽산탕,경상남도 창원시 의창구 남산로27번길 7-1 (팔용동),128.613521317,35.259587748
경창탕,"경상남도 창원시 성산구 상남로 67 (상남동,경창상가 5층)",128.679326461,35.220164860
중앙목욕탕,"경상남도 창원시 성산구 원이대로 776, 2.3층 목욕탕호 (상남동, 성원아파트 2단지목욕탕상가)",128.693967441,35.216417237
유성탕,"경상남도 창원시 성산구 동산로72번길 16 (상남동,지하)",128.688649367,35.214812141
코오롱사우나,"경상남도 창원시 마산회원구 내서읍 호원로 361-2, 코오롱하늘채1차아파트 지하1층 108-1호",128.525630693,35.265731229
새마산목욕탕,경상남도 창원시 마산회원구 구암남11길 28 (구암동),128.600816911,35.250193499
구암목욕탕,경상남도 창원시 마산회원구 구암북14길 9 (구암동),128.594864679,35.254686990
동양탕,경상남도 창원시 마산회원구 구암동정길 65 (구암동),128.600514663,35.253593338
자은탕,경상남도 창원시 진해구 진해대로914번길 9 (자은동),128.705999956,35.147862614
