시설구분,시설명,주소,경도,위도
의료복지시설,무동의원,창원시 의창구 북면 동곡로 17 (2층 203호),128.585288154,35.317937628
의료복지시설,더하얀의원,"창원시 의창구 중동중앙로 95, 4층 404~5호 (중동)",128.628810929,35.259493625
의료복지시설,신촌의원,"창원시 성산구 신촌로 108 (신촌동, 신촌메디컬빌딩2층)",128.628480683,35.199974974
의료복지시설,윤은숙산부인과의원,"창원시 성산구 원이대로883번길 15-24 (가음동, 가음시장대상가 4층6호)",128.696992119,35.208052672
의료복지시설,파티마안과의원,"창원시 성산구 원이대로 320, 더시티세븐 트레이드센터 301,302,401호 (대원동)",128.654419062,35.239661992
의료복지시설,센텀산부인과의원,"창원시 성산구 원이대로 578 (중앙동, 구트병원 빌딩 701호)",128.677949856,35.228369434
의료복지시설,다니엘성형외과의원,"창원시 성산구 상남로 126, 세종M필드 3층 301-302호 (상남동)",128.68363317,35.224089349
의료복지시설,서울윤소아청소년과의원,"창원시 성산구 반송로 148-6, 미건빌딩 3층 302호 (반림동)",128.671255665,35.235960335
의료복지시설,고운마취통증의학과의원,"창원시 성산구 원이대로 595 (용호동, 고운메디컬빌딩 8층)",128.680165931,35.228009038
의료복지시설,온누리내과의원,"창원시 의창구 창이대로15번길 24 (팔용동, 서주빌딩)",128.642691732,35.235814694
의료복지시설,아이조아소아청소년과의원,창원시 의창구 도계로 68 (도계동),128.638118258,35.258547922
의료복지시설,참사랑내과의원,"창원시 성산구 원이대로473번길 22 (반림동, 반림상가 2층 1호)",128.670636437,35.235560702
의료복지시설,참사랑소아청소년과의원,"창원시 성산구 원이대로473번길 22 (반림동, 반림상가 3층 1호)",128.670636437,35.235560702
의료복지시설,서울연합의원,"창원시 성산구 대암로 40-14 (남양동, 동양람세스빌 302.303호)",128.700836477,35.213698013
의료복지시설,신비성형외과의원,"창원시 의창구 중동중앙로 47, 어반브릭스 4007,4008호 (중동)",128.624969384,35.256643333
의료복지시설,벨다드의원,창원시 성산구 마디미서로 3 (상남동),128.684505769,35.224212647
의료복지시설,윤병구내과의원,"창원시 의창구 원이대로189번길 42 (명서동, 부영상가 202호)",128.646583595,35.249379155
의료복지시설,행복한아이들의원,"창원시 성산구 원이대로 320, 더시티세븐 제에스동 205호 (대원동)",128.654419062,35.239661992
의료복지시설,연세 안정우의원,창원시 의창구 대봉로 24 (봉림동),128.667287789,35.251308289
의료복지시설,하나이비인후과의원,"창원시 성산구 동산로 124 (상남동, 성원주상가)",128.691613625,35.219342021
의료복지시설,하이맨비뇨기과의원,"창원시 성산구 원이대로 664, 창원메디컬 6층 (상남동)",128.685922479,35.223812691
의료복지시설,댄의원,"창원시 성산구 중앙대로100번길 13, 402호 (상남동)",128.681425971,35.222709358
의료복지시설,스마일의원,"창원시 성산구 가음로 100 (가음동,3층)",128.703156998,35.203983471
의료복지시설,숨편한내과의원,창원시 의창구 우곡로217번길 6 (명서동),128.648488576,35.23938879
의료복지시설,위드내과의원,"창원시 의창구 팔용로 438 (팔용동, 팔용종합상가 401,406호)",128.61350089,35.255333697
의료복지시설,참정형외과의원,"창원시 성산구 마디미로21번길 17, 상남동피아노빌딩 5층 (상남동)",128.686227945,35.22168556
의료복지시설,다나신경외과의원,"창원시 의창구 의안로31번길 28-5, 2층, 3층일부층 (중동)",128.620941431,35.264679784
의료복지시설,새미래정형외과의원,창원시 성산구 원이대로 578 (중앙동),128.677949856,35.228369434
의료복지시설,엘리스의원,"창원시 성산구 마디미서로 54 (상남동, 서울아동빌딩 501호)",128.68088589,35.220840872
의료복지시설,올바른남성의원,"창원시 성산구 마디미서로 54, 서울아동병원 302호 (상남동)",128.68088589,35.220840872
의료복지시설,세종내과영상의학과의원,창원시 의창구 원이대로285번길 6 (봉곡동),128.651769954,35.24264274
의료복지시설,문영일이비인후과의원,창원시 의창구 팔용로 428 (팔용동),128.61284755,35.254660735
의료복지시설,리얼성형외과의원,창원시 성산구 마디미서로 54 (상남동),128.68088589,35.220840872
의료복지시설,레드성형외과의원,창원시 성산구 상남로 132 (상남동),128.683951969,35.224476754
의료복지시설,차안과의원,창원시 성산구 원이대로 587 (용호동),128.679481329,35.228413966
의료복지시설,범안과의원,창원시 성산구 원이대로 587 (용호동),128.679481329,35.228413966
의료복지시설,우리정형외과의원,창원시 의창구 동읍 의창대로 854,128.684603441,35.276850607
의료복지시설,운경병리과의원,"창원시 의창구 북면 무동로226번길 6-30, 한울빌딩 2층 201~206호",128.585336227,35.317496063
의료복지시설,아이사랑소아청소년과의원,"창원시 의창구 평산로 96 (팔용동, 웰빙프라자308호일부)",128.619571757,35.251668986
의료복지시설,굿네스의원,"창원시 성산구 중앙대로 114, 4층 (상남동, SC제일은행)",128.681045669,35.224194104
의료복지시설,서울산부인과의원,"창원시 성산구 원이대로 664 (상남동, 창원메디컬5,6층)",128.685922479,35.223812691
의료복지시설,옥광휘신경외과의원,창원시 의창구 원이대로285번길 5 (봉곡동),128.651229063,35.242814424
의료복지시설,끌림365의원,"창원시 성산구 원이대로 320, 더시티세븐 (대원동)",128.654419062,35.239661992
의료복지시설,아름다운피부과의원,창원시 성산구 가양로124번길 1 (대방동),128.707024602,35.209222047
의료복지시설,브랜든시티의원,"창원시 성산구 원이대로 320, 더시티세븐 T동 601호 (대원동)",128.653213815,35.240375612
의료복지시설,맑은피부과의원,"창원시 성산구 원이대로 654 (상남동, 세인프라자3층)",128.684901309,35.22437147
의료복지시설,하얀세상의원,"창원시 성산구 원이대로 678 (상남동, 2층201호)",128.687195485,35.223098291
의료복지시설,석재활의학과의원,"창원시 의창구 팔용로 429 (팔용동, 팔용프라자204호)",128.612447814,35.255004244
의료복지시설,서울밸런스의원,"창원시 성산구 상남로 73 (상남동, 서울메디컬센터 4층)",128.679868854,35.22063659
의료복지시설,온소아청소년과이비인후과의원,창원시 의창구 북면 감계로 304 (재성빌딩 204호),128.594011859,35.301996939
의료복지시설,동화의원,창원시 의창구 동읍 동읍로 5 (덕산빌딩2층),128.684360535,35.277840259
의료복지시설,로뎀재활의학과의원,"창원시 성산구 동산로 124, 5층 507-A, 507-B호호 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
의료복지시설,미즈유외과의원,창원시 성산구 상남로 122 (상남동),128.683329369,35.223715674
의료복지시설,터직업환경의학과의원,"창원시 성산구 중앙대로39번길 6 (중앙동, 제일상가 308-315호)",128.675500603,35.219638332
의료복지시설,로즈맘여성산부인과의원,"창원시 의창구 평산로 96 (팔용동, (웰빙프라자309,310호))",128.619571757,35.251668986
의료복지시설,송진호마취통증의학과의원,"창원시 성산구 동산로 124, 성원아파트 성원종합상가 5층 519호 (상남동)",128.691613625,35.219342021
의료복지시설,한솔마취통증의학과의원,"창원시 의창구 우곡로217번길 36 (명서동, 모리스빌딩3층)",128.650413796,35.241823427
의료복지시설,제일의원,"창원시 의창구 도계로 69 (도계동, 세영빌딩2층)",128.638647871,35.258502816
의료복지시설,아름다운산부인과 의원,"창원시 의창구 팔용로 442 (팔용동, KB빌딩4층)",128.613837291,35.255704962
의료복지시설,S성형외과의원,"창원시 성산구 원이대로682번길 14 (상남동, 삼광빌딩301호)",128.686585511,35.222111189
의료복지시설,서울비뇨의학과의원,"창원시 의창구 팔용로 438, 팔용종합상가 3층 307호 (팔용동)",128.61350089,35.255333697
의료복지시설,제일내과의원,"창원시 성산구 동산로 166, 사파대동상가 지하7호 7-1호 (사파동)",128.693965521,35.222251089
의료복지시설,서울아이비안과의원,"창원시 성산구 상남로 73 (상남동, 서울메디컬빌딩4층)",128.679868854,35.22063659
의료복지시설,청솔신경과의원,"창원시 의창구 소계로90번길 3-1 (소계동, 1층)",128.599367815,35.257484533
의료복지시설,제니트비뇨기과의원,"창원시 성산구 원이대로 595, 고운메디컬빌딩 3층 302호 (용호동)",128.680165931,35.228009038
의료복지시설,21세기내과의원,"창원시 성산구 반송로 150 (반림동, 회성빌딩3층)",128.671815642,35.235978614
의료복지시설,아톰소아청소년과의원,"창원시 성산구 안민안길 20 (안민동, 103호)",128.691729349,35.186562851
의료복지시설,아인성형외과의원,"창원시 성산구 상남로 118, 4층 402호 (상남동, CNN타워)",128.683124456,35.223465935
의료복지시설,굿모닝외과의원,창원시 의창구 사화로 6 (팔용동),128.608641516,35.257259836
의료복지시설,21세기정형외과의원,"창원시 성산구 반송로 150 (반림동, 회성빌딩4,5층)",128.671815642,35.235978614
의료복지시설,밝고고운안과의원,"창원시 성산구 원이대로 595, 고운메디컬빌딩 7층 (용호동)",128.680165931,35.228009038
의료복지시설,메디포맨남성의원,"창원시 의창구 의창대로62번길 2, 10층 (팔용동, 동영오피스 10층)",128.607308843,35.256547183
의료복지시설,길흉부외과의원,"창원시 성산구 마디미로21번길 17 (상남동, 피아노빌딩8층)",128.686227945,35.22168556
의료복지시설,내동의원,창원시 성산구 창원대로 726 (내동),128.670327694,35.217149953
의료복지시설,웅이비인후과의원,"창원시 성산구 반송로 144 (반림동, 수영빌딩302호)",128.671081274,35.236055593
의료복지시설,서울가정의원,"창원시 의창구 창이대로 203 (봉곡동, 101,102,105,106호)",128.659628919,35.245064656
의료복지시설,티아라의원,"창원시 성산구 상남로 122 (상남동, 롯데메디컬6층)",128.683329369,35.223715674
의료복지시설,삼성가정의학과의원,"창원시 성산구 창이대로 733 (사파동, 사파동성아파트상가A동226,22호)",128.702142202,35.219592111
의료복지시설,강의원,"창원시 성산구 상남로192번길 41-3, 토우빌딩 (신월동)",128.691391972,35.227280098
의료복지시설,선비뇨기과의원,"창원시 성산구 마디미서로 26 (상남동, 한독빌딩11층)",128.682580322,35.222834256
의료복지시설,삼성연합의원,"창원시 성산구 창원천로 288 (반지동, 대동그린코아207-210호,215호)",128.669756596,35.24527241
의료복지시설,이안과의원,창원시 의창구 읍성로 46 (중동),128.623181431,35.264799455
의료복지시설,정영주안과의원,"창원시 성산구 가양로124번길 13 (대방동, 204호)",128.707548946,35.208241378
의료복지시설,박희용의원,"창원시 의창구 팔용로 428 (팔용동, 드림피아상가406호)",128.61284755,35.254660735
의료복지시설,한솔내과의원,"창원시 의창구 우곡로217번길 34 (명서동, 1,2,3,4층)",128.650311519,35.241563796
의료복지시설,장진호마취통증의학과의원,"창원시 성산구 가음로13번길 33 (남양동, 남양종합상가303호)",128.700982036,35.213077641
의료복지시설,윤앤김연합의원,창원시 의창구 동읍 자여로65번길 26 (2층),128.703365024,35.277567819
의료복지시설,초록내과의원,"창원시 성산구 상남로 122 (상남동, 롯데메디컬10층)",128.683329369,35.223715674
의료복지시설,화이트라인하얀피부과의원,"창원시 성산구 마디미서로 26 (상남동, 한독빌딩5층)",128.682580322,35.222834256
의료복지시설,창원의원,창원시 의창구 읍성로 35-1 (북동),128.621938029,35.265086516
의료복지시설,한미항외과의원,"창원시 의창구 의안로2번길 15 (소답동, 3,4층)",128.625515428,35.261754598
의료복지시설,최이비인후과의원,"창원시 성산구 가음로13번길 33 (남양동, 남양상가304호)",128.700982036,35.213077641
의료복지시설,속시원내과방사선과의원,"창원시 의창구 의안로31번길 28-5 (중동, 성우빌딩3,4층)",128.620941431,35.264679784
의료복지시설,삼성이비인후과의원,창원시 의창구 팔용로 439 (팔용동),128.613176396,35.25586549
의료복지시설,신세계비뇨기과의원,"창원시 의창구 의안로2번길 15 (소답동, 1층)",128.625515428,35.261754598
의료복지시설,나병천정형외과의원,"창원시 성산구 가양로124번길 5-3 (대방동, 3,6층)",128.707092536,35.209042783
의료복지시설,현대소아청소년과의원,창원시 의창구 동읍 동읍로 1,128.684480811,35.277390782
의료복지시설,창원마취통증의학과의원,"창원시 의창구 명지로84번길 4 (명서동, 조아쇼핑202호)",128.646702154,35.248940427
의료복지시설,이곤희가정의학과의원,"창원시 성산구 마디미서로 51, 4층 401호 (상남동, 서울메디칼빌딩 4층 401호)",128.681325319,35.220716958
의료복지시설,강내과의원,"창원시 의창구 천주로 24 (서상동, 2층)",128.618378361,35.264070306
의료복지시설,베스트의원,"창원시 성산구 마디미서로 51 (상남동, 서울메디컬빌딩 3층)",128.681325319,35.220716958
의료복지시설,한병리과의원,"창원시 성산구 용지로 225 (용호동, 롯데상가3층302,304호)",128.6853511,35.233938123
의료복지시설,대화이비인후과가정의학과의원,"창원시 성산구 대정로 77 (남양동, 성원1차아파트301,302,307,308호)",128.700981158,35.210794118
의료복지시설,사림우리들의원,"창원시 의창구 사림로 47 (사림동, 사림프라자)",128.677939349,35.24746295
의료복지시설,조은세상의원,"창원시 성산구 대암로 272 (대방동, 대방2차덕산타운)",128.708655124,35.203916684
의료복지시설,밝은미래안과의원,"창원시 성산구 상남로 122 (상남동, 롯데메디컬)",128.683329369,35.223715674
의료복지시설,정비뇨기과의원,"창원시 성산구 상남로 122 (상남동, 롯데메디컬)",128.683329369,35.223715674
의료복지시설,이보람산부인과의원,"창원시 성산구 원이대로 591 (용호동, X프리빌딩)",128.679976372,35.228127015
의료복지시설,박성희소아청소년과의원,"창원시 의창구 읍성로 60, 3층 (소답동)",128.624488632,35.264728055
의료복지시설,백승호가정의학과의원,"창원시 의창구 도계로 57 (도계동, 도계중앙빌딩)",128.637754895,35.259495627
의료복지시설,선린자모의원,"창원시 성산구 가양로124번길 7 (대방동, 선린빌딩)",128.707189172,35.208617455
의료복지시설,서원교비뇨기과의원,"창원시 성산구 가양로124번길 15 (대방동, 대암빌딩)",128.707552307,35.208047098
의료복지시설,내외상시인의원,"창원시 성산구 동산로 162 (사파동, 무궁화상가 2층)",128.693707272,35.221971887
의료복지시설,시민내과의원,"창원시 의창구 원이대로 271 (봉곡동, 한마음타워)",128.65007008,35.24307353
의료복지시설,안민하나의원,"창원시 성산구 안민로117번길 8 (안민동, 송원상가 201호)",128.689767494,35.186555791
의료복지시설,구교준이비인후과의원,창원시 성산구 가양로124번길 17-12 (실로암빌딩 301),128.707863275,35.20781773
의료복지시설,이길수이비인후과의원,"창원시 성산구 원이대로 666 (상남동, 금강빌딩)",128.686109098,35.22370983
의료복지시설,안호준피부비뇨기과의원,"창원시 의창구 의창대로 72 (팔용동, 현대메디칼)",128.608244747,35.257496932
의료복지시설,정태호내과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
의료복지시설,예인소아청소년과의원,"창원시 의창구 북면 감계로110번길 54-39, 4층 401,402호",128.595558403,35.301569399
의료복지시설,하얀나라피부과의원,"창원시 성산구 마디미로21번길 17 (상남동, 피아노빌딩 3층)",128.686227945,35.22168556
의료복지시설,삼성내과의원,"창원시 성산구 가양로124번길 17-16 (대방동, 동진메디칼)",128.708158233,35.20787244
의료복지시설,꿈나무의원,"창원시 성산구 가양로124번길 23 (대방동, 크리스탈빌딩 7층)",128.707619389,35.207304827
의료복지시설,조상일정형외과의원,"창원시 의창구 남산로 3 (팔용동, 현대빌딩)",128.611103534,35.260298958
의료복지시설,창원연합내과영상의학과의원,"창원시 성산구 원이대로 664 (상남동, 창원메디컬)",128.685922479,35.223812691
의료복지시설,바른마취통증의학과의원,"창원시 의창구 의창대로62번길 2 (팔용동, 동영오피스)",128.607308843,35.256547183
의료복지시설,최정미산부인과의원,창원시 의창구 읍성로 38 (중동),128.62210286,35.264920324
의료복지시설,영남제통마취통증의학과의원,"창원시 성산구 원이대로473번길 21 (반림동, 반림상가)",128.670159181,35.235582024
의료복지시설,황내과의원,"창원시 성산구 창원천로 34, 2층 207-209호 (대원동, 대원 꿈에그린)",128.648734492,35.235019046
의료복지시설,김서규이비인후과의원,"창원시 의창구 의안로31번길 28-10 (중동, 이제메디칼3층)",128.621145938,35.264881934
의료복지시설,서울피부과의원,"창원시 성산구 원이대로 595 (용호동, 고운메디컬빌딩)",128.680165931,35.228009038
의료복지시설,박창현신경외과의원,"창원시 성산구 가양로124번길 17-12 (대방동, 실로암빌딩)",128.707863275,35.20781773
의료복지시설,박승호방사선과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
의료복지시설,파티마소아청소년과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
의료복지시설,이종인소아청소년과의원,"창원시 의창구 반계로 98 (팔용동, 벽산블루밍아파트 상가)",128.616486384,35.2537181
의료복지시설,김내과의원,"창원시 의창구 반계로 98 (팔용동, 벽산블루밍아파트 상가)",128.616486384,35.2537181
의료복지시설,정마취통증의학과의원,창원시 의창구 의안로31번길 28-5 (중동),128.620941431,35.264679784
의료복지시설,유내과의원,"창원시 성산구 원이대로883번길 15-24 (가음동, 가음시장대상가)",128.696992119,35.208052672
의료복지시설,중앙내과방사선과의원,"창원시 의창구 읍성로 46 (중동, 덕산메디칼)",128.623181431,35.264799455
의료복지시설,이현제니스의원,창원시 의창구 지귀로 6 (봉곡동),128.648889722,35.243944296
의료복지시설,인구보건복지협회경남지회 가족보건의원,"창원시 성산구 외동반림로126번길 56 (중앙동, 신관1,2층,구관1층)",128.676794481,35.226982706
의료복지시설,박외과의원,창원시 의창구 대산면 주남로 574-8,128.708572279,35.334691579
의료복지시설,김건용내과의원,"창원시 의창구 원이대로189번길 38 (명서동, 한성상가)",128.646292254,35.249206323
의료복지시설,최봉기내과의원,"창원시 성산구 동산로 156 (사파동, 삼익종합상가)",128.693416077,35.221657227
의료복지시설,팽봉기정형외과의원,"창원시 의창구 원이대로 269 (봉곡동, 한빛메디칼센터)",128.649762978,35.243334915
의료복지시설,대항-청맥외과의원,"창원시 성산구 원이대로 664, 7층 (상남동, 창원메디컬)",128.685922479,35.223812691
의료복지시설,영남의원,"창원시 성산구 신촌로 17 (신촌동, 낙지마당 양곡점)",128.626526347,35.20790899
의료복지시설,연세이비인후과의원,"창원시 의창구 원이대로 283 (봉곡동, 청마상가)",128.650994389,35.242709399
의료복지시설,새롬의원,"창원시 성산구 원이대로 654 (상남동, 세인프라자601호)",128.684901309,35.22437147
의료복지시설,서울소아청소년과의원,"창원시 성산구 대정로 135 (대방동, 대방덕산타운)",128.707297435,35.212268715
의료복지시설,임내과의원,"창원시 성산구 가양로124번길 17-12 (대방동, 실로암빌딩)",128.707863275,35.20781773
의료복지시설,혜민의원,창원시 의창구 대산면 주남로 573,128.708093209,35.335023773
의료복지시설,김준욱내과의원,"창원시 성산구 대정로 102 (남양동, 개나리3차아파트)",128.703905253,35.211147037
의료복지시설,세일의원,"창원시 성산구 대암로 110 (대방동, 성원남산3차아파트)",128.708115823,35.215415193
의료복지시설,정태기내과의원,"창원시 의창구 동읍 동읍로 9 (2,3층)",128.684380969,35.278112232
의료복지시설,대방의원,"창원시 성산구 대정로 138 (대방동, 대방대동아파트)",128.707629837,35.211749085
의료복지시설,소리사랑이비인후과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
의료복지시설,녹십자의원,창원시 성산구 원이대로883번길 15-34 (가음동),128.696995302,35.208487936
의료복지시설,탁이비인후과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
의료복지시설,성민성형외과의원,"창원시 성산구 원이대로 587 (용호동, 정우상가)",128.679481329,35.228413966
의료복지시설,조의제비뇨기과의원,"창원시 의창구 원이대로 283 (봉곡동, 청마상가)",128.650994389,35.242709399
의료복지시설,대동외과의원,"창원시 성산구 원이대로 716 (상남동, 대동메디칼)",128.690161888,35.221036706
의료복지시설,곽이비인후과의원,"창원시 의창구 창이대로309번길 7 (봉곡동, 중앙상가 202호)",128.670847926,35.246731526
의료복지시설,소병헌이비인후과의원,"창원시 의창구 도계로 63 (도계동, 중앙상가연립)",128.638265014,35.2589326
의료복지시설,박일순비뇨기과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
의료복지시설,최상호소아청소년과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
의료복지시설,차내과의원,"창원시 의창구 원이대로 283, 2층 206호 (봉곡동, 청마상가)",128.650994389,35.242709399
의료복지시설,이부경내과의원,"창원시 의창구 도계로 61 (도계동, 의창새마을금고)",128.638079385,35.259141483
의료복지시설,이대규내과의원,창원시 의창구 읍성로 77 (소답동),128.626486029,35.265147214
의료복지시설,세준검진의원,"창원시 성산구 원이대로 320 (대원동, 더시티세븐상업동T501-2호)",128.653213815,35.240375612
의료복지시설,고운피부과의원,창원시 성산구 동산로 124 (상남동),128.691613625,35.219342021
의료복지시설,유명호안과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
의료복지시설,최성근이비인후과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
의료복지시설,메디컬조의원,"창원시 의창구 소계로 83-5 (소계동, 해맑은한의원)",128.599216827,35.25648515
의료복지시설,서일의원,창원시 의창구 북면 천주로 1161,128.609110739,35.353860172
의료복지시설,최익수의원,"창원시 의창구 태복산로3번길 35 (도계동, 최익수의원)",128.636677876,35.254988696
의료복지시설,안내과의원,"창원시 성산구 대정로 33 (가음동, 황금상가)",128.698268214,35.207504837
의료복지시설,최재선안과의원,"창원시 의창구 원이대로 283 (봉곡동, 청마상가)",128.650994389,35.242709399
의료복지시설,참예쁜의원,"창원시 의창구 원이대로 283 (봉곡동, 청마상가)",128.650994389,35.242709399
의료복지시설,조내과의원,"창원시 의창구 창이대로309번길 11 (봉곡동, 쌍둥이상가B동2층)",128.67078096,35.247120258
의료복지시설,엘르메디여성의원,"창원시 의창구 서상로 1 (동정동, 엘르메디의원)",128.613490572,35.262283015
의료복지시설,허내과의원,창원시 의창구 소계로84번길 3 (소계동),128.599757563,35.257077291
의료복지시설,고외과의원,"창원시 성산구 동산로 124 (상남동, 성원종합상가504호)",128.691613625,35.219342021
의료복지시설,봉의원,창원시 의창구 창이대로 201 (봉곡동),128.659447773,35.245009428
의료복지시설,이재철피부과의원,"창원시 성산구 원이대로 587, 정우상가 3층 305호 (용호동)",128.679481329,35.228413966
의료복지시설,최연극내과의원,"창원시 성산구 원이대로 587, 정우상가 3층 301호 (용호동)",128.679481329,35.228413966
의료복지시설,윤종즙이비인후과의원,"창원시 성산구 원이대로 587, 정우상가 3층 (용호동)",128.679481329,35.228413966
의료복지시설,김선경외과 박찬모내과의원,"창원시 성산구 원이대로473번길 13 (반림동, 2층)",128.669824244,35.235327693
의료복지시설,정내과의원,"창원시 성산구 용지로 102 (중앙동, 개나리상가3층)",128.678350465,35.224478383
의료복지시설,서민아산부인과의원,"창원시 마산회원구 양덕로 190, 7층 702호 (석전동)",128.580409698,35.234273205
의료복지시설,서울튼튼정형외과의원,"창원시 마산회원구 용마로 130, 7층 701, 702호 (양덕동)",128.586123448,35.223620035
의료복지시설,고운메디컬의원,"창원시 마산합포구 가포순환로 33, 상가1동 201-1호 (월영동, 마린애시앙부영)",128.56436867,35.176524274
의료복지시설,맘편한여성의원,"창원시 마산회원구 북성로 108, 정영빌딩 2층 (회원동)",128.570669981,35.216890287
의료복지시설,바로그의원,"창원시 마산합포구 삼호로 45, 2층 (산호동)",128.585380453,35.221456301
의료복지시설,마디척의원,"창원시 마산회원구 내서읍 삼계로 9, 삼계크리닉빌딩 501호",128.503795314,35.231744593
의료복지시설,서울정석정형외과의원,"창원시 마산합포구 해안대로 7, 경남은행 6층 603호 (월남동5가)",128.559749059,35.180779247
의료복지시설,참좋은내과의원,"창원시 마산합포구 합포로 42, 2층 (남성동)",128.576415474,35.203796103
의료복지시설,편하지의원,"창원시 마산회원구 용마로 130, 5층 (양덕동)",128.586123448,35.223620035
의료복지시설,몸편한재활의학과의원,"창원시 마산회원구 3·15대로 733, 2층 (합성동)",128.581550394,35.237713667
의료복지시설,연세편한마디내과의원,"창원시 마산회원구 3·15대로 770, 2,3층 (합성동)",128.584279113,35.240160572
의료복지시설,더나은의원,"창원시 마산회원구 삼호로 80 (양덕동, 메트로시티 2단지)",128.585740711,35.22519991
의료복지시설,엠에스피부과의원,"창원시 마산합포구 동서동2길 60, 3층 307~310호 (신포동2가)",128.57411383,35.201996045
의료복지시설,서울삼성정형외과의원,"창원시 마산합포구 합포로 21, IBK저축은행 3층 (수성동)",128.574595704,35.20312701
의료복지시설,박지성비뇨의학과의원,"창원시 마산회원구 3·15대로 780, 2층 (합성동)",128.584887275,35.240978957
의료복지시설,척고은마취통증의학과의원,창원시 마산합포구 동서동2길 60 (신포동2가),128.57411383,35.201996045
의료복지시설,박주현산부인과의원,"창원시 마산회원구 용마로 130, 메트로센텀 406호 (양덕동)",128.586123448,35.223620035
의료복지시설,메트로 정형외과의원,"창원시 마산회원구 양덕로 120, 금천빌딩 2층 (양덕동)",128.585411471,35.229756181
의료복지시설,더블유이비인후과의원,"창원시 마산합포구 월영남로 3, 403호 (해운동)",128.558635899,35.178425148
의료복지시설,조수현신경과의원,"창원시 마산합포구 진동면 삼진의거대로 654, 진동농업협동조합 2층",128.48897831,35.116285277
의료복지시설,시원한통사랑외과의원,"창원시 마산회원구 내서읍 삼계로 12, 4층 402호",128.50349156,35.232196785
의료복지시설,현동라온소아청소년과의원,"창원시 마산합포구 현동1길 4-10, 2층 202호 (현동)",128.55796022,35.147175893
의료복지시설,마산역신통의원,"창원시 마산회원구 마산역광장로 2, 2층 (석전동)",128.579650876,35.235088889
의료복지시설,서울대화외과의원,"창원시 마산합포구 삼호로 45, 4, 5층 (산호동)",128.585380453,35.221456301
의료복지시설,백이비인후과의원,"창원시 마산합포구 해안대로 7, 경남은행 301, 304호 (월남동5가)",128.559749059,35.180779247
의료복지시설,바른손길마취통증의학과의원,"창원시 마산합포구 삼호로 45, 3층 (산호동)",128.585380453,35.221456301
의료복지시설,수미래의원,"창원시 마산합포구 월영남로 3, 3층 (해운동)",128.558635899,35.178425148
의료복지시설,뷰티제이의원,"창원시 마산회원구 양덕로 190, 7층 (석전동)",128.580409698,35.234273205
의료복지시설,서울가정의학과의원,"창원시 마산합포구 현동4길 5, 3층 2, 3호 (현동)",128.553204684,35.150917504
의료복지시설,양덕제일의원,창원시 마산회원구 양덕로 145 (양덕동),128.583417895,35.231250801
의료복지시설,서울명외과의원,창원시 마산합포구 진동면 진북산업로 31,128.487879603,35.119029581
의료복지시설,리엔신경과의원,창원시 마산회원구 내서읍 삼계로 10 (튼튼한약국),128.50371852,35.232235253
의료복지시설,제니트비뇨기과의원,"창원시 마산회원구 내서읍 삼계로 7, 경남프라자동 6층 (가나약국)",128.504071935,35.231885091
의료복지시설,신세계제통의원,"창원시 마산회원구 율림교로 13, 5층 (양덕동, 메트로엠)",128.584459092,35.229901175
의료복지시설,새삼성내과의원,창원시 마산회원구 내서읍 삼계4길 34,128.503893184,35.233628627
의료복지시설,중앙이비인후과의원,"창원시 마산합포구 3·15대로 192 (중앙동2가, 중앙동메디칼)",128.567158293,35.195225536
의료복지시설,리엔의원,창원시 마산회원구 3·15대로 737 (합성동),128.581831913,35.23803755
의료복지시설,서울의원,창원시 마산회원구 구암서6길 3 (구암동),128.592099141,35.247935184
의료복지시설,합포중앙의원,"창원시 마산합포구 3·15대로 185, 4층 (중앙동2가)",128.566525818,35.194872236
의료복지시설,항도외과의원,"창원시 마산합포구 3·15대로 255 (중앙동3가, 경남데파트)",128.56713116,35.200980867
의료복지시설,라파의원,"창원시 마산회원구 석전동13길 18-30, 2층 (석전동)",128.57752556,35.232698208
의료복지시설,진동삼성내과의원,"창원시 마산합포구 진동면 삼진의거대로 618, 202호",128.485901445,35.114420008
의료복지시설,김앤김내과의원,"창원시 마산회원구 북성로 106 (회원동, 환금프라자)",128.570754933,35.216690349
의료복지시설,박영호내과의원,"창원시 마산합포구 해안대로 7 (월남동5가, 경남은행)",128.559749059,35.180779247
의료복지시설,아인스안과의원,"창원시 마산회원구 3·15대로 778 (합성동, 정비인후과의원)",128.584698644,35.240782608
