city_name,routeno,routetp,startnodenm,endnodenm,startvehicletime,endvehicletime,intervaltime,intervalsattime,intervalsuntime,usage,노선정류장수,노선거리(km),굴곡도,start,end
진주시,272,일반버스,냉정종점,진양호차고지/경해여자고등학교,635.0,2120.0,128.1,114.6,118.0,12790.0,131.0,60.2,1.9,395.0,1280.0
진주시,281,일반버스,진양호차고지/경해여자고등학교,반성터미널,520.0,600.0,128.1,114.6,118.0,40856.0,145.0,66.4,1.2,320.0,360.0
진주시,290,일반버스,진양호차고지/경해여자고등학교,진주노인요양병원,1520.0,2115.0,128.1,114.6,118.0,65172.0,108.0,40.9,1.5,920.0,1275.0
진주시,290,일반버스,진주노인요양병원,진양호차고지/경해여자고등학교,1625.0,2215.0,128.1,114.6,118.0,65172.0,108.0,40.9,1.5,985.0,1335.0
진주시,292,일반버스,진양호차고지/경해여자고등학교,금곡종점,830.0,1735.0,128.1,114.6,118.0,7728.0,139.0,63.0,1.4,510.0,1055.0
진주시,292,일반버스,금곡종점,진양호차고지/경해여자고등학교,955.0,1900.0,128.1,114.6,118.0,7728.0,139.0,63.0,1.4,595.0,1140.0
진주시,293,일반버스,진양호차고지/경해여자고등학교,금곡종점,640.0,640.0,128.1,114.6,118.0,4026.0,128.0,57.7,1.9,400.0,400.0
진주시,293,일반버스,금곡종점,진양호차고지/경해여자고등학교,800.0,800.0,128.1,114.6,118.0,4026.0,128.0,57.7,1.9,480.0,480.0
진주시,294,일반버스,진양호차고지/경해여자고등학교,덕계,515.0,1520.0,128.1,114.6,118.0,2473.0,133.0,63.2,1.8,315.0,920.0
진주시,294,일반버스,덕계,진양호차고지/경해여자고등학교,635.0,1645.0,128.1,114.6,118.0,2473.0,133.0,63.2,1.8,395.0,1005.0
진주시,295,일반버스,진양호차고지/경해여자고등학교,송정회관,535.0,535.0,128.1,114.6,118.0,5748.0,136.0,59.6,1.5,335.0,335.0
진주시,295,일반버스,송정회관,진양호차고지/경해여자고등학교,640.0,640.0,128.1,114.6,118.0,5748.0,136.0,59.6,1.5,400.0,400.0
진주시,301-1,일반버스,판문동차고지,덕산아파트/대아중고등학교,2135.0,2135.0,128.1,114.6,118.0,6882.0,89.0,37.5,1.6,1295.0,1295.0
진주시,342,일반버스,수곡면사무소,판문동차고지,928.0,1614.0,128.1,114.6,118.0,4825.0,140.0,90.2,2.9,568.6765746638358,974.5322338830584
진주시,343,일반버스,판문동차고지,대평면사무소,640.0,640.0,128.1,114.6,118.0,1393.0,130.0,87.6,4.1,400.0,400.0
진주시,343,일반버스,대평면사무소,판문동차고지,800.0,800.0,128.1,114.6,118.0,1393.0,130.0,87.6,4.1,480.0,480.0
진주시,344,일반버스,가호입구,서진주IC주차장,928.0,1614.0,128.1,114.6,118.0,841.0,112.0,58.0,4.5,568.6765746638358,974.5322338830584
진주시,344,일반버스,판문동차고지,판문동차고지,600.0,600.0,128.1,114.6,118.0,841.0,112.0,58.0,4.5,360.0,360.0
진주시,350,일반버스,공영차고지,농산물도매시장/산업인력공단,622.0,622.0,128.1,114.6,118.0,83266.0,81.0,35.2,2.5,382.0,382.0
진주시,350,일반버스,실내체육관/수영장,사대부설중고등학교,717.0,717.0,128.1,114.6,118.0,83266.0,81.0,35.2,2.5,437.0,437.0
진주시,351,일반버스,공영차고지,농산물도매시장/산업인력공단,928.0,1614.0,128.1,114.6,118.0,12795.0,91.0,34.6,2.5,568.6765746638358,974.5322338830584
진주시,351,일반버스,농산물도매시장/산업인력공단,사대부설중고등학교,928.0,1614.0,128.1,114.6,118.0,12795.0,91.0,34.6,2.5,568.6765746638358,974.5322338830584
진주시,352,일반버스,사대부설중고등학교,농산물도매시장/산업인력공단,2150.0,2150.0,128.1,114.6,118.0,22818.0,123.0,43.7,3.2,1310.0,1310.0
진주시,352,일반버스,농산물도매시장/산업인력공단,공영차고지,928.0,1614.0,128.1,114.6,118.0,22818.0,123.0,43.7,3.2,568.6765746638358,974.5322338830584
진주시,373,일반버스,판문동차고지,한실,525.0,640.0,128.1,114.6,118.0,4798.0,123.0,66.3,1.7,325.0,400.0
진주시,373,일반버스,한실,판문동차고지,625.0,740.0,128.1,114.6,118.0,4798.0,123.0,66.3,1.7,385.0,460.0
진주시,375,일반버스,판문동차고지,상미,535.0,535.0,128.1,114.6,118.0,2911.0,139.0,67.2,1.8,335.0,335.0
진주시,375,일반버스,상미,판문동차고지,635.0,635.0,128.1,114.6,118.0,2911.0,139.0,67.2,1.8,395.0,395.0
진주시,376,일반버스,판문동차고지,사대,540.0,1725.0,128.1,114.6,118.0,2607.0,124.0,59.4,1.9,340.0,1045.0
진주시,376,일반버스,사대,판문동차고지,645.0,1830.0,128.1,114.6,118.0,2607.0,124.0,59.4,1.9,405.0,1110.0
진주시,380,일반버스,판문동차고지,반성터미널,525.0,540.0,128.1,114.6,118.0,29646.0,148.0,71.6,1.3,325.0,340.0
진주시,381,일반버스,판문동차고지,반성터미널,520.0,600.0,128.1,114.6,118.0,5236.0,142.0,71.7,1.3,320.0,360.0
진주시,123,일반버스,진양호차고지/경해여자고등학교,죽봉,550.0,818.0,128.1,114.6,118.0,5041.0,97.0,38.5,2.2,350.0,498.0
진주시,123,일반버스,죽봉,진양호차고지/경해여자고등학교,645.0,915.0,128.1,114.6,118.0,5041.0,97.0,38.5,2.2,405.0,555.0
진주시,140,일반버스,대초,외율종점,700.0,1230.0,128.1,114.6,118.0,43067.0,130.0,59.3,1.4,420.0,750.0
진주시,140,일반버스,외율종점,예상,800.0,1330.0,128.1,114.6,118.0,43067.0,130.0,59.3,1.4,480.0,810.0
진주시,142,일반버스,공영차고지,신기,615.0,749.0,128.1,114.6,118.0,12748.0,108.0,48.6,1.6,375.0,469.0
진주시,142,일반버스,신기,공영차고지,710.0,847.0,128.1,114.6,118.0,12748.0,108.0,48.6,1.6,430.0,527.0
진주시,160,일반버스,예상,석교,1330.0,1330.0,128.1,114.6,118.0,53126.0,128.0,53.7,2.7,810.0,810.0
진주시,160,일반버스,석교,대초,1422.0,1422.0,128.1,114.6,118.0,53126.0,128.0,53.7,2.7,862.0,862.0
진주시,210,일반버스,사대부설중고등학교,진양호공원,928.0,1614.0,128.1,114.6,118.0,17530.0,98.0,35.7,3.6,568.6765746638358,974.5322338830584
진주시,210,일반버스,진양호공원,공영차고지,928.0,1614.0,128.1,114.6,118.0,17530.0,98.0,35.7,3.6,568.6765746638358,974.5322338830584
진주시,261,일반버스,진양호차고지/경해여자고등학교,속사종점,548.0,935.0,128.1,114.6,118.0,26376.0,97.0,40.9,1.5,348.0,575.0
진주시,261,일반버스,속사종점,진양호차고지/경해여자고등학교,605.0,1000.0,128.1,114.6,118.0,26376.0,97.0,40.9,1.5,365.0,600.0
진주시,290,일반버스,진양호차고지/경해여자고등학교,진주노인요양병원,635.0,905.0,128.1,114.6,118.0,65172.0,108.0,40.9,1.5,395.0,545.0
진주시,290,일반버스,진주노인요양병원,진양호차고지/경해여자고등학교,730.0,1005.0,128.1,114.6,118.0,65172.0,108.0,40.9,1.5,450.0,605.0
진주시,292,일반버스,진양호차고지/경해여자고등학교,금곡종점,910.0,1835.0,128.1,114.6,118.0,7728.0,139.0,63.0,1.4,550.0,1115.0
진주시,292,일반버스,금곡종점,진양호차고지/경해여자고등학교,1020.0,1945.0,128.1,114.6,118.0,7728.0,139.0,63.0,1.4,620.0,1185.0
진주시,295,일반버스,진양호차고지/경해여자고등학교,송정회관,745.0,745.0,128.1,114.6,118.0,5748.0,136.0,59.6,1.5,465.0,465.0
진주시,295,일반버스,송정회관,진양호차고지/경해여자고등학교,900.0,900.0,128.1,114.6,118.0,5748.0,136.0,59.6,1.5,540.0,540.0
진주시,300,일반버스,판문동차고지,덕산아파트/대아중고등학교,2120.0,2210.0,128.1,114.6,118.0,35503.0,90.0,37.5,1.8,1280.0,1330.0
진주시,301,일반버스,판문동차고지,덕산아파트/대아중고등학교,2150.0,2150.0,128.1,114.6,118.0,32522.0,90.0,37.4,1.6,1310.0,1310.0
진주시,301-1,일반버스,판문동차고지,트레젠웰가/롯데몰,928.0,1614.0,128.1,114.6,118.0,6882.0,89.0,37.5,1.6,568.6765746638358,974.5322338830584
진주시,344,일반버스,판문동차고지,가호입구,930.0,930.0,128.1,114.6,118.0,841.0,112.0,58.0,4.5,570.0,570.0
진주시,344,일반버스,가호입구,판문동차고지,1030.0,1030.0,128.1,114.6,118.0,841.0,112.0,58.0,4.5,630.0,630.0
진주시,352,일반버스,공영차고지,농산물도매시장/산업인력공단,625.0,625.0,128.1,114.6,118.0,22818.0,123.0,43.7,3.2,385.0,385.0
진주시,352,일반버스,농산물도매시장/산업인력공단,사대부설중고등학교,720.0,720.0,128.1,114.6,118.0,22818.0,123.0,43.7,3.2,440.0,440.0
진주시,380,일반버스,판문동차고지,검정사거리,2105.0,2105.0,128.1,114.6,118.0,29646.0,148.0,71.6,1.3,1265.0,1265.0
진주시,380,일반버스,검정,검정,928.0,1614.0,128.1,114.6,118.0,29646.0,148.0,71.6,1.3,568.6765746638358,974.5322338830584
진주시,390,일반버스,진양호차고지/경해여자고등학교,금곡종점,850.0,1720.0,128.1,114.6,118.0,24724.0,134.0,57.0,1.7,530.0,1040.0
진주시,390,일반버스,금곡종점,진양호차고지/경해여자고등학교,1000.0,1835.0,128.1,114.6,118.0,24724.0,134.0,57.0,1.7,600.0,1115.0
진주시,140,일반버스,예상,외율종점,1025.0,1740.0,128.1,114.6,118.0,43067.0,130.0,59.3,1.4,625.0,1060.0
진주시,140,일반버스,외율종점,대초,1125.0,1840.0,128.1,114.6,118.0,43067.0,130.0,59.3,1.4,685.0,1120.0
진주시,142,일반버스,공영차고지,신기,1020.0,2044.0,128.1,114.6,118.0,12748.0,108.0,48.6,1.6,620.0,1244.0
진주시,142,일반버스,신기,공영차고지,1120.0,2140.0,128.1,114.6,118.0,12748.0,108.0,48.6,1.6,680.0,1300.0
진주시,160,일반버스,예상,석교,2130.0,2200.0,128.1,114.6,118.0,53126.0,128.0,53.7,2.7,1290.0,1320.0
진주시,160,일반버스,석교,공영차고지,2217.0,2247.0,128.1,114.6,118.0,53126.0,128.0,53.7,2.7,1337.0,1367.0
진주시,210,일반버스,공영차고지,진양호공원,600.0,600.0,128.1,114.6,118.0,17530.0,98.0,35.7,3.6,360.0,360.0
진주시,210,일반버스,진양호공원,공영차고지,700.0,700.0,128.1,114.6,118.0,17530.0,98.0,35.7,3.6,420.0,420.0
진주시,295,일반버스,진양호차고지/경해여자고등학교,송정회관,1150.0,2000.0,128.1,114.6,118.0,5748.0,136.0,59.6,1.5,710.0,1200.0
진주시,295,일반버스,송정회관,진양호차고지/경해여자고등학교,1310.0,2120.0,128.1,114.6,118.0,5748.0,136.0,59.6,1.5,790.0,1280.0
진주시,301,일반버스,판문동차고지,트레젠웰가/롯데몰,2230.0,2230.0,128.1,114.6,118.0,32522.0,90.0,37.4,1.6,1350.0,1350.0
진주시,344,일반버스,판문동차고지,가호입구,1330.0,1330.0,128.1,114.6,118.0,841.0,112.0,58.0,4.5,810.0,810.0
진주시,344,일반버스,가호입구,판문동차고지,1430.0,1430.0,128.1,114.6,118.0,841.0,112.0,58.0,4.5,870.0,870.0
진주시,390,일반버스,진양호차고지/경해여자고등학교,금곡종점,930.0,1510.0,128.1,114.6,118.0,24724.0,134.0,57.0,1.7,570.0,910.0
진주시,390,일반버스,금곡종점,진양호차고지/경해여자고등학교,1040.0,1625.0,128.1,114.6,118.0,24724.0,134.0,57.0,1.7,640.0,985.0
진주시,140,일반버스,예상,내율,1100.0,1820.0,128.1,114.6,118.0,43067.0,130.0,59.3,1.4,660.0,1100.0
진주시,140,일반버스,내율,예상,605.0,1920.0,128.1,114.6,118.0,43067.0,130.0,59.3,1.4,365.0,1160.0
진주시,142,일반버스,공영차고지,신기,1350.0,1620.0,128.1,114.6,118.0,12748.0,108.0,48.6,1.6,830.0,980.0
진주시,142,일반버스,신기,공영차고지,1450.0,1710.0,128.1,114.6,118.0,12748.0,108.0,48.6,1.6,890.0,1030.0
진주시,295,일반버스,진양호차고지/경해여자고등학교,송정회관,1550.0,1550.0,128.1,114.6,118.0,5748.0,136.0,59.6,1.5,950.0,950.0
진주시,295,일반버스,송정회관,진양호차고지/경해여자고등학교,1720.0,1720.0,128.1,114.6,118.0,5748.0,136.0,59.6,1.5,1040.0,1040.0
진주시,344,일반버스,판문동차고지,가호입구,1600.0,1600.0,128.1,114.6,118.0,841.0,112.0,58.0,4.5,960.0,960.0
진주시,344,일반버스,가호입구,판문동차고지,1700.0,1700.0,128.1,114.6,118.0,841.0,112.0,58.0,4.5,1020.0,1020.0
진주시,390,일반버스,진양호차고지/경해여자고등학교,석계,1005.0,1610.0,128.1,114.6,118.0,24724.0,134.0,57.0,1.7,605.0,970.0
진주시,390,일반버스,금곡사거리,진양호차고지/경해여자고등학교,1115.0,1720.0,128.1,114.6,118.0,24724.0,134.0,57.0,1.7,675.0,1040.0
진주시,344,일반버스,판문동차고지,가호입구,1850.0,1850.0,128.1,114.6,118.0,841.0,112.0,58.0,4.5,1130.0,1130.0
진주시,344,일반버스,가호입구,판문동차고지,1940.0,1940.0,128.1,114.6,118.0,841.0,112.0,58.0,4.5,1180.0,1180.0
통영시,100,일반버스,거제대교종점,도남동,550.0,2150.0,70.0,114.6,118.0,24517.0,43.0,15.2,3.2,350.0,1310.0
통영시,100,일반버스,도남동종점,거제대교,550.0,2140.0,60.0,114.6,118.0,24517.0,43.0,15.2,3.2,350.0,1300.0
통영시,101,일반버스,도남동종점,신우희가로,600.0,2310.0,180.0,114.6,118.0,13216.0,37.0,12.0,1.8,360.0,1390.0
통영시,101,일반버스,신우희가로,도남동,517.0,2227.0,137.0,114.6,118.0,13216.0,37.0,12.0,1.8,317.0,1347.0
통영시,206,일반버스,용화사,내포,550.0,2051.0,144.0,114.6,118.0,4604.0,38.0,14.7,1.5,350.0,1251.0
통영시,113,일반버스,거제대교종점,도남동,750.0,1610.0,180.0,114.6,118.0,3919.0,41.0,14.3,1.3,470.0,970.0
통영시,113,일반버스,도남동종점,거제대교,840.0,1540.0,180.0,114.6,118.0,3919.0,41.0,14.3,1.3,520.0,940.0
통영시,121,일반버스,도남동종점,시외버스터미널,1045.0,2125.0,110.0,114.6,118.0,7548.0,38.0,12.2,1.9,645.0,1285.0
통영시,121,일반버스,시외버스터미널,도남동,510.0,2020.0,297.0,114.6,118.0,7548.0,38.0,12.2,1.9,310.0,1220.0
통영시,141,일반버스,도남동종점,신우희가로,750.0,2240.0,60.0,114.6,118.0,17518.0,38.0,12.5,1.9,470.0,1360.0
통영시,141,일반버스,신우희가로,도남동,527.0,2057.0,210.0,114.6,118.0,17518.0,38.0,12.5,1.9,327.0,1257.0
통영시,143,일반버스,거제대교종점,도남동,615.0,1830.0,100.0,114.6,118.0,14181.0,48.0,16.1,1.6,375.0,1110.0
통영시,143,일반버스,도남동종점,거제대교,630.0,2210.0,125.0,114.6,118.0,14181.0,48.0,16.1,1.6,390.0,1330.0
통영시,144,일반버스,도남동종점,인평종점,740.0,740.0,0.0,114.6,118.0,,26.0,7.9,1.3,460.0,460.0
통영시,200,일반버스,시외버스터미널,용화사,510.0,2012.0,132.0,114.6,118.0,14275.0,31.0,9.9,1.6,310.0,1212.0
통영시,200,일반버스,용화사,시외버스터미널,803.0,2255.0,256.0,114.6,118.0,14275.0,31.0,9.9,1.6,483.0,1375.0
통영시,211,일반버스,시외버스터미널,용화사,610.0,1900.0,170.0,114.6,118.0,7511.0,35.0,10.7,1.7,370.0,1140.0
통영시,211,일반버스,용화사,시외버스터미널,615.0,2151.0,205.0,114.6,118.0,7511.0,35.0,10.7,1.7,375.0,1311.0
통영시,235,일반버스,용화사,시외버스터미널,815.0,2003.0,216.0,114.6,118.0,2684.0,34.0,12.9,1.6,495.0,1203.0
통영시,235,일반버스,시외버스터미널,용화사,531.0,1919.0,204.0,114.6,118.0,2684.0,34.0,12.9,1.6,331.0,1159.0
통영시,231,일반버스,시외버스터미널,용화사,630.0,1836.0,170.0,114.6,118.0,3927.0,30.0,10.0,1.6,390.0,1116.0
통영시,231,일반버스,용화사,시외버스터미널,839.0,1839.0,120.0,114.6,118.0,3927.0,30.0,10.0,1.6,519.0,1119.0
통영시,240,일반버스,용화사,도산종점,827.0,1806.0,448.0,114.6,118.0,1769.0,45.0,18.2,1.9,507.0,1086.0
통영시,243,일반버스,용화사,거제대교,725.0,725.0,0.0,114.6,118.0,,,,,445.0,445.0
통영시,244,일반버스,용화사,해양대종점,745.0,745.0,0.0,114.6,118.0,,,,,465.0,465.0
통영시,300,일반버스,노산,산양스포츠파크,1515.0,2110.0,190.0,114.6,118.0,2334.0,47.0,16.8,1.5,915.0,1270.0
통영시,300,일반버스,산양스포츠파크,노산,1420.0,1955.0,190.0,114.6,118.0,2334.0,47.0,16.8,1.5,860.0,1195.0
통영시,301,일반버스,산양스포츠파크,시외버스터미널,905.0,2212.0,239.0,114.6,118.0,7427.0,46.0,15.2,1.8,545.0,1332.0
통영시,301,일반버스,시외버스터미널,산양스포츠파크,514.0,1956.0,105.0,114.6,118.0,7427.0,46.0,15.2,1.8,314.0,1196.0
통영시,302,일반버스,무전종점,산양스포츠파크,1045.0,1055.0,10.0,114.6,118.0,487.0,36.0,10.3,1.3,645.0,655.0
통영시,302,일반버스,산양스포츠파크,무전종점,1920.0,1920.0,0.0,114.6,118.0,487.0,36.0,10.3,1.3,1160.0,1160.0
통영시,303,일반버스,거제대교종점,산양스포츠파크,928.0,1614.0,128.1,114.6,118.0,,,,,568.6765746638358,974.5322338830584
통영시,321,일반버스,산양스포츠파크,시외버스터미널,810.0,2013.0,190.0,114.6,118.0,6145.0,50.0,16.1,1.9,490.0,1213.0
통영시,321,일반버스,시외버스터미널,산양스포츠파크,810.0,2055.0,245.0,114.6,118.0,6145.0,50.0,16.1,1.9,490.0,1255.0
통영시,344,일반버스,산양스포츠파크,해양대종점,745.0,745.0,0.0,114.6,118.0,,,,,465.0,465.0
통영시,400,일반버스,시외버스터미널,해양대종점,543.0,1955.0,84.0,114.6,118.0,12328.0,32.0,10.4,2.1,343.0,1195.0
통영시,400,일반버스,해양대종점,시외버스터미널,800.0,2135.0,95.0,114.6,118.0,12328.0,32.0,10.4,2.1,480.0,1295.0
통영시,401,일반버스,시외버스터미널,인평종점,640.0,2210.0,105.0,114.6,118.0,6929.0,37.0,12.1,2.2,400.0,1330.0
통영시,401,일반버스,인평종점,시외버스터미널,640.0,2255.0,145.0,114.6,118.0,6929.0,37.0,12.1,2.2,400.0,1375.0
통영시,403,일반버스,인평종점,거제대교,725.0,1810.0,290.0,114.6,118.0,,,,,445.0,1090.0
통영시,409,일반버스,분지포,해양대종점,928.0,1614.0,128.1,114.6,118.0,,,,,568.6765746638358,974.5322338830584
통영시,409,일반버스,해양대종점,분지포,830.0,830.0,0.0,114.6,118.0,,,,,510.0,510.0
통영시,414,일반버스,무전종점,해양대종점,1025.0,1740.0,180.0,114.6,118.0,1028.0,32.0,8.6,2.1,625.0,1060.0
통영시,414,일반버스,해양대종점,무전종점,900.0,1610.0,180.0,114.6,118.0,1028.0,32.0,8.6,2.1,540.0,970.0
통영시,436,일반버스,황리임중,해양대종점,725.0,725.0,0.0,114.6,118.0,,,,,445.0,445.0
통영시,436,일반버스,해양대종점,황리임중,928.0,1614.0,128.1,114.6,118.0,,,,,568.6765746638358,974.5322338830584
통영시,442,일반버스,시외버스터미널,인평종점,605.0,1755.0,265.0,114.6,118.0,,,,,365.0,1075.0
통영시,443,일반버스,거제대교종점,해양대종점,725.0,1938.0,474.0,114.6,118.0,,,,,445.0,1178.0
통영시,500,일반버스,시외버스터미널,원항마을,553.0,1510.0,108.0,114.6,118.0,4239.0,46.0,15.5,1.7,353.0,910.0
통영시,501,일반버스,삼덕항,시외버스터미널,620.0,2315.0,150.0,114.6,118.0,7803.0,45.0,15.1,1.6,380.0,1395.0
통영시,501,일반버스,시외버스터미널,삼덕항,925.0,2230.0,336.0,114.6,118.0,7803.0,45.0,15.1,1.6,565.0,1350.0
통영시,502,일반버스,무전종점,삼덕항,2030.0,2030.0,0.0,114.6,118.0,925.0,39.0,11.5,1.5,1230.0,1230.0
통영시,503,일반버스,삼덕항,거제대교,730.0,730.0,0.0,114.6,118.0,1078.0,49.0,19.1,1.5,450.0,450.0
통영시,530,일반버스,시외버스터미널,척포,500.0,2140.0,60.0,114.6,118.0,16527.0,51.0,22.2,1.9,300.0,1300.0
통영시,530,일반버스,척포,시외버스터미널,600.0,2245.0,65.0,114.6,118.0,16527.0,51.0,22.2,1.9,360.0,1365.0
통영시,534,일반버스,금평,신우희가로,640.0,1905.0,185.0,114.6,118.0,5901.0,51.0,17.0,2.1,400.0,1145.0
통영시,534,일반버스,신우희가로,금평,500.0,1905.0,235.0,114.6,118.0,5901.0,51.0,17.0,2.1,300.0,1145.0
통영시,535,일반버스,금평,신우희가로,530.0,2000.0,290.0,114.6,118.0,3939.0,52.0,17.8,2.2,330.0,1200.0
통영시,535,일반버스,신우희가로,금평,635.0,1810.0,225.0,114.6,118.0,3939.0,52.0,17.8,2.2,395.0,1090.0
통영시,533,일반버스,거제대교종점,금평,1325.0,1325.0,0.0,114.6,118.0,,,,,805.0,805.0
통영시,600,일반버스,서호시장,시외버스터미널,630.0,2320.0,245.0,114.6,118.0,1995.0,20.0,7.3,1.7,390.0,1400.0
통영시,600,일반버스,시외버스터미널,서호시장,525.0,2120.0,340.0,114.6,118.0,1995.0,20.0,7.3,1.7,325.0,1280.0
통영시,615,일반버스,도리골,시외버스터미널,928.0,1614.0,128.1,114.6,118.0,2791.0,29.0,9.7,2.3,568.6765746638358,974.5322338830584
통영시,615,일반버스,시외버스터미널,도리골,1205.0,1705.0,255.0,114.6,118.0,2791.0,29.0,9.7,2.3,725.0,1025.0
통영시,613,일반버스,거제대교종점,도리골,928.0,1614.0,128.1,114.6,118.0,,,,,568.6765746638358,974.5322338830584
통영시,613,일반버스,도리골,거제대교,1245.0,1245.0,0.0,114.6,118.0,,,,,765.0,765.0
통영시,752,일반버스,무량촌,거제대교,650.0,650.0,0.0,114.6,118.0,,,,,410.0,410.0
통영시,653,일반버스,서호시장,성포,800.0,1720.0,470.0,114.6,118.0,820.0,29.0,17.2,1.3,480.0,1040.0
통영시,653,일반버스,성포,서호시장,845.0,845.0,0.0,114.6,118.0,820.0,29.0,17.2,1.3,525.0,525.0
통영시,660,일반버스,서호시장,황리임중,800.0,1815.0,285.0,114.6,118.0,1919.0,50.0,22.9,1.9,480.0,1095.0
통영시,660,일반버스,황리임중,서호시장,700.0,1915.0,290.0,114.6,118.0,1919.0,50.0,22.9,1.9,420.0,1155.0
통영시,663,일반버스,서호시장,황리임중,710.0,2120.0,180.0,114.6,118.0,5302.0,46.0,20.4,1.7,430.0,1280.0
통영시,663,일반버스,황리임중,서호시장,520.0,520.0,0.0,114.6,118.0,5302.0,46.0,20.4,1.7,320.0,320.0
통영시,664,일반버스,무량촌,서호시장,540.0,1820.0,220.0,114.6,118.0,4513.0,43.0,19.6,1.7,340.0,1100.0
통영시,664,일반버스,서호시장,무량마을,655.0,2145.0,145.0,114.6,118.0,4513.0,43.0,19.6,1.7,415.0,1305.0
통영시,665,일반버스,고성당동,서호시장,1350.0,1350.0,0.0,114.6,118.0,342.0,49.0,22.9,1.5,830.0,830.0
통영시,665,일반버스,서호시장,고성당동,605.0,1925.0,405.0,114.6,118.0,342.0,49.0,22.9,1.5,365.0,1165.0
통영시,667,일반버스,고성당동,도리골,650.0,920.0,130.0,114.6,118.0,2138.0,55.0,24.5,1.6,410.0,560.0
통영시,667,일반버스,도리골,고성당동,815.0,815.0,0.0,114.6,118.0,2138.0,55.0,24.5,1.6,495.0,495.0
통영시,671,일반버스,분지포,서호시장,630.0,2015.0,200.0,114.6,118.0,1522.0,29.0,15.7,2.3,390.0,1215.0
통영시,671,일반버스,서호시장,분지포,650.0,2120.0,155.0,114.6,118.0,1522.0,29.0,15.7,2.3,410.0,1280.0
통영시,672,일반버스,가오치터미널,서호시장,850.0,1450.0,120.0,114.6,118.0,1792.0,41.0,19.6,1.4,530.0,890.0
통영시,674,일반버스,수월리,서호시장,1030.0,1705.0,215.0,114.6,118.0,1576.0,49.0,25.6,2.2,630.0,1025.0
통영시,675,일반버스,저산,서호시장,640.0,1430.0,320.0,114.6,118.0,920.0,48.0,27.4,2.0,400.0,870.0
통영시,676,일반버스,골안마을,서호시장,730.0,1540.0,525.0,114.6,118.0,2937.0,37.0,18.6,1.6,450.0,940.0
통영시,678,일반버스,월평,서호시장,1010.0,2100.0,280.0,114.6,118.0,1288.0,42.0,21.1,1.5,610.0,1260.0
통영시,348,일반버스,산양스포츠파크,해간도종점,625.0,2052.0,162.0,114.6,118.0,5621.0,66.0,23.1,1.7,385.0,1252.0
통영시,104,일반버스,시외버스터미널,영운리,500.0,2110.0,125.0,114.6,118.0,7793.0,44.0,15.6,1.8,300.0,1270.0
통영시,104,일반버스,이운마을,시외버스터미널,535.0,2200.0,130.0,114.6,118.0,7793.0,44.0,15.6,1.8,335.0,1320.0
통영시,354,일반버스,삼덕항,구집,559.0,2140.0,150.0,114.6,118.0,7354.0,58.0,21.6,1.7,359.0,1300.0
통영시,105,일반버스,시외버스터미널,신봉종점,750.0,1710.0,245.0,114.6,118.0,2929.0,50.0,18.2,1.8,470.0,1030.0
통영시,105,일반버스,신봉종점,시외버스터미널,850.0,1805.0,245.0,114.6,118.0,2929.0,50.0,18.2,1.8,530.0,1085.0
통영시,502,일반버스,삼덕항,무전종점,930.0,955.0,25.0,114.6,118.0,925.0,39.0,11.5,1.5,570.0,595.0
통영시,303,일반버스,산양스포츠파크,거제대교,928.0,1614.0,128.1,114.6,118.0,,,,,568.6765746638358,974.5322338830584
통영시,503,일반버스,거제대교종점,삼덕항,844.0,844.0,0.0,114.6,118.0,1078.0,49.0,19.1,1.5,524.0,524.0
통영시,348,일반버스,해간도종점,산양스포츠파크,525.0,1913.0,136.0,114.6,118.0,5621.0,66.0,23.1,1.7,325.0,1153.0
통영시,610,일반버스,서호시장,시외버스터미널,755.0,1950.0,275.0,114.6,118.0,1854.0,24.0,8.1,1.9,475.0,1190.0
통영시,610,일반버스,시외버스터미널,서호시장,615.0,2145.0,125.0,114.6,118.0,1854.0,24.0,8.1,1.9,375.0,1305.0
통영시,144,일반버스,해양대종점,도남동,740.0,740.0,0.0,114.6,118.0,,26.0,7.9,1.3,460.0,460.0
통영시,341,일반버스,미수광바위종점,시외버스터미널,636.0,1823.0,159.0,114.6,118.0,5695.0,34.0,11.8,1.8,396.0,1103.0
통영시,341,일반버스,시외버스터미널,미수광바위종점,556.0,1743.0,161.0,114.6,118.0,5695.0,34.0,11.8,1.8,356.0,1063.0
통영시,640,일반버스,서호시장,시외버스터미널,835.0,1830.0,140.0,114.6,118.0,1761.0,22.0,8.3,1.9,515.0,1110.0
통영시,640,일반버스,시외버스터미널,서호시장,720.0,1945.0,205.0,114.6,118.0,1761.0,22.0,8.3,1.9,440.0,1185.0
통영시,601,일반버스,서호시장,시외버스터미널,1010.0,1600.0,250.0,114.6,118.0,369.0,12.0,6.5,1.5,610.0,960.0
통영시,601,일반버스,시외버스터미널,서호시장,725.0,1825.0,180.0,114.6,118.0,369.0,12.0,6.5,1.5,445.0,1105.0
통영시,281,일반버스,시외버스터미널,용화사,740.0,2220.0,608.0,114.6,118.0,3329.0,33.0,10.2,1.6,460.0,1340.0
통영시,381,일반버스,시외버스터미널,산양스포츠파크,1605.0,1729.0,84.0,114.6,118.0,,,,,965.0,1049.0
통영시,181,일반버스,도남동종점,시외버스터미널,720.0,720.0,0.0,114.6,118.0,,34.0,11.8,1.9,440.0,440.0
