city_name,routeno,routetp,startnodenm,endnodenm,startvehicletime,endvehicletime,intervaltime,intervalsattime,intervalsuntime,usage,노선정류장수,노선거리(km),굴곡도,start,end,total_operating_time,interval_avg,num_bus,총인구수,노인(수),citycode,routeid
창원시,23,지선버스,경남대남부터미널종점,남백마을종점,550.0,2010.0,185.0,185.0,185.0,6680.0,126,55.1,1.7,350.0,1210.0,860.0,185.0,4,1003731,276574,38010,CWB379000230
창원시,24,지선버스,덕동공영차고지,북면종점,500.0,2210.0,70.0,70.0,70.0,29985.0,137,59.9,1.3,300.0,1330.0,1030.0,70.0,14,1003731,276574,38010,CWB379000240
창원시,27,지선버스,가포고등학교,북면종점,500.0,2245.0,24.0,36.0,40.0,120052.0,160,67.6,1.8,300.0,1365.0,1065.0,28.0,38,1003731,276574,38010,CWB379000270
창원시,30,지선버스,대방동성아파트,북면종점,530.0,2210.0,145.0,145.0,145.0,10551.0,154,79.3,2.2,330.0,1330.0,1000.0,145.0,6,1003731,276574,38010,CWB379000300
창원시,31,지선버스,대방동성아파트,본포마을회관,537.0,2040.0,365.0,365.0,365.0,4144.0,180,93.9,2.7,337.0,1240.0,903.0,365.0,2,1003731,276574,38010,CWB379000310
창원시,32,지선버스,대방동성아파트,상리,530.0,2150.0,190.0,190.0,190.0,9474.0,138,75.2,2.2,330.0,1310.0,980.0,190.0,5,1003731,276574,38010,CWB379000320
창원시,33,지선버스,무점종점,북면종점,720.0,2130.0,220.0,220.0,220.0,1663.0,124,63.2,3.1,440.0,1290.0,850.0,220.0,3,1003731,276574,38010,CWB379000330
창원시,34,지선버스,대방동성아파트,무점종점,540.0,2135.0,195.0,195.0,195.0,5561.0,97,54.6,1.4,340.0,1295.0,955.0,195.0,4,1003731,276574,38010,CWB379000340
창원시,35,지선버스,대방동성아파트,신용삼거리,550.0,2000.0,230.0,230.0,230.0,5835.0,124,65.1,3.2,350.0,1200.0,850.0,230.0,3,1003731,276574,38010,CWB379000350
창원시,36,지선버스,창원역,유등종점,640.0,2000.0,240.0,240.0,240.0,1872.0,143,79.4,2.4,400.0,1200.0,800.0,240.0,3,1003731,276574,38010,CWB379000360
창원시,37,지선버스,가술정류장,우성아파트,700.0,2150.0,140.0,140.0,140.0,1032.0,57,30.3,2.0,420.0,1310.0,890.0,140.0,6,1003731,276574,38010,CWB379000370
창원시,40,지선버스,경남대남부터미널종점,북모산마을,610.0,2055.0,145.0,145.0,145.0,10333.0,170,82.4,1.8,370.0,1255.0,885.0,145.0,6,1003731,276574,38010,CWB379000400
창원시,41,지선버스,경남대남부터미널종점,본포마을회관,530.0,1835.0,275.0,275.0,275.0,5222.0,194,97.3,1.8,330.0,1115.0,785.0,275.0,2,1003731,276574,38010,CWB379000410
창원시,42,지선버스,경남대남부터미널종점,송정종점,845.0,2135.0,210.0,210.0,210.0,6658.0,130,65.5,1.5,525.0,1295.0,770.0,210.0,3,1003731,276574,38010,CWB379000420
창원시,44,지선버스,경남대남부터미널종점,무점종점,555.0,2000.0,245.0,245.0,245.0,5355.0,111,56.4,1.5,355.0,1200.0,845.0,245.0,3,1003731,276574,38010,CWB379000440
창원시,45,지선버스,경남대남부터미널종점,신용삼거리,530.0,1940.0,225.0,225.0,225.0,6874.0,135,63.2,1.4,330.0,1180.0,850.0,225.0,3,1003731,276574,38010,CWB379000450
창원시,46,지선버스,경남대남부터미널종점,용전마을,610.0,2110.0,150.0,150.0,150.0,4807.0,85,40.1,1.4,370.0,1270.0,900.0,150.0,6,1003731,276574,38010,CWB379000460
창원시,49,지선버스,경남대남부터미널종점,유등종점,535.0,2000.0,315.0,315.0,315.0,3175.0,178,91.1,1.8,335.0,1200.0,865.0,315.0,2,1003731,276574,38010,CWB379000490
창원시,50,지선버스,월영1차아파트,안계종점,600.0,2225.0,175.0,175.0,175.0,5177.0,99,39.7,2.0,360.0,1345.0,985.0,175.0,5,1003731,276574,38010,CWB379000500
창원시,51,지선버스,월영1차아파트,신목종점,510.0,2145.0,82.0,82.0,82.0,17827.0,109,46.5,1.5,310.0,1305.0,995.0,82.0,12,1003731,276574,38010,CWB379000510
창원시,53,지선버스,월영1차아파트,안성종점,545.0,2230.0,90.0,90.0,90.0,9098.0,85,37.0,2.2,345.0,1350.0,1005.0,90.0,11,1003731,276574,38010,CWB379000530
창원시,54,지선버스,월영1차아파트,마산대학교종점,550.0,2230.0,90.0,90.0,90.0,4164.0,91,36.7,1.8,350.0,1350.0,1000.0,90.0,11,1003731,276574,38010,CWB379000540
창원시,55,지선버스,호계중학교,소계종점,620.0,2130.0,130.0,130.0,130.0,1232.0,65,33.5,2.0,380.0,1290.0,910.0,130.0,7,1003731,276574,38010,CWB379000550
창원시,60,지선버스,마산역종점,옥계종점,740.0,2120.0,180.0,180.0,180.0,3672.0,90,51.9,1.8,460.0,1280.0,820.0,180.0,4,1003731,276574,38010,CWB379000600
창원시,61,지선버스,마산역종점,저도비치로드,550.0,2135.0,110.0,114.6,118.0,2982.0,133,59.7,1.7,350.0,1295.0,945.0,111.8,8,1003731,276574,38010,CWB379000610
창원시,61-1,간선버스,마산역종점,조밭골,928.0,1614.0,128.1,110.0,110.0,2982.0,99,49.54012738853503,2.0,568.6765746638358,974.5322338830584,405.8556592192226,122.92857142857144,3,1003731,276574,38010,CWB379000611
창원시,62,지선버스,마산역종점,원전종점,720.0,2210.0,79.0,79.0,79.0,15196.0,128,64.8,1.9,440.0,1330.0,890.0,79.0,11,1003731,276574,38010,CWB379000620
창원시,64,지선버스,마산역종점,진동환승센터,550.0,1820.0,260.0,260.0,260.0,2141.0,166,89.2,4.1,350.0,1100.0,750.0,260.0,2,1003731,276574,38010,CWB379000640
창원시,73-1,지선버스,월안마을,진동환승센터,650.0,2250.0,120.0,120.0,120.0,1049.0,55,28.6,1.6,410.0,1370.0,960.0,120.0,8,1003731,276574,38010,CWB379000731
창원시,74,지선버스,마산역종점,정곡종점,730.0,2100.0,170.0,170.0,170.0,6974.0,97,53.5,1.6,450.0,1260.0,810.0,170.0,4,1003731,276574,38010,CWB379000740
창원시,74-1,지선버스,진동환승센터,정곡종점,635.0,2220.0,135.0,135.0,135.0,2331.0,47,19.3,1.6,395.0,1340.0,945.0,135.0,7,1003731,276574,38010,CWB379000741
창원시,75,지선버스,마산역종점,상평종점,835.0,2230.0,220.0,220.0,220.0,5175.0,126,85.2,2.3,515.0,1350.0,835.0,220.0,3,1003731,276574,38010,CWB379000750
창원시,75-1,지선버스,둔덕종점,진동환승센터,715.0,2030.0,300.0,300.0,300.0,1788.0,83,58.8,2.1,435.0,1230.0,795.0,300.0,2,1003731,276574,38010,CWB379000751
창원시,75-2,지선버스,상평종점,진동환승센터,910.0,2220.0,420.0,420.0,420.0,989.0,55,37.1,1.9,550.0,1340.0,790.0,420.0,1,1003731,276574,38010,CWB379000759
창원시,76,지선버스,마산역종점,둔덕종점,755.0,2145.0,225.0,225.0,225.0,5916.0,136,84.0,2.2,475.0,1305.0,830.0,225.0,3,1003731,276574,38010,CWB379000760
창원시,77,지선버스,마산역종점,시락정곡종점,750.0,2030.0,290.0,290.0,290.0,4473.0,144,101.5,2.0,470.0,1230.0,760.0,290.0,2,1003731,276574,38010,CWB379000770
창원시,77-1,지선버스,진동환승센터,시락정곡종점,740.0,2210.0,150.0,150.0,150.0,1975.0,78,49.1,4.4,460.0,1330.0,870.0,150.0,5,1003731,276574,38010,CWB379000771
창원시,64-1,지선버스,유니시티2단지,진동환승센터,750.0,1750.0,320.0,320.0,320.0,3891.0,196,102.4,2.6,470.0,1070.0,600.0,320.0,1,1003731,276574,38010,CWB379000641
창원시,65,지선버스,유니시티2단지,명주,610.0,2050.0,175.0,175.0,175.0,13856.0,130,73.5,1.4,370.0,1250.0,880.0,175.0,5,1003731,276574,38010,CWB379000650
창원시,65-2,지선버스,유니시티2단지,명주,1600.0,1650.0,145.0,145.0,145.0,11696.0,99,49.54012738853503,2.0,960.0,1010.0,50.0,145.0,0,1003731,276574,38010,CWB379000658
창원시,65-1,지선버스,유니시티2단지,로봇랜드(입구),920.0,1920.0,340.0,340.0,340.0,11696.0,154,88.7,1.4,560.0,1160.0,600.0,340.0,1,1003731,276574,38010,CWB379000659
창원시,70,지선버스,진동환승센터,창원역,527.0,2230.0,66.0,82.0,82.0,36068.0,89,49.2,1.3,327.0,1350.0,1023.0,70.57142857142857,14,1003731,276574,38010,CWB379000700
창원시,71,지선버스,진동면허시험장,창원역,533.0,2246.0,66.0,79.0,79.0,31100.0,95,52.4,1.4,333.0,1366.0,1033.0,69.71428571428571,14,1003731,276574,38010,CWB379000710
창원시,72,지선버스,마산역종점,대현종점.용광사,600.0,2140.0,170.0,170.0,170.0,10159.0,110,63.2,1.4,360.0,1300.0,940.0,170.0,5,1003731,276574,38010,CWB379000720
창원시,72-1,지선버스,진동환승센터,대현종점.용광사,720.0,2200.0,215.0,215.0,215.0,1960.0,63,31.7,2.2,440.0,1320.0,880.0,215.0,4,1003731,276574,38010,CWB379000721
창원시,73,지선버스,마산역종점,서북동마을,540.0,2125.0,125.0,125.0,125.0,12201.0,126,66.7,2.1,340.0,1285.0,945.0,125.0,7,1003731,276574,38010,CWB379000730
창원시,78,지선버스,마산역종점,선두종점,700.0,2205.0,190.0,190.0,190.0,5730.0,84,47.7,1.4,420.0,1325.0,905.0,190.0,4,1003731,276574,38010,CWB379000780
창원시,80,지선버스,진동환승센터,마산역종점,600.0,2248.0,72.0,90.0,90.0,29095.0,108,69.3,2.0,360.0,1368.0,1008.0,77.14285714285714,13,1003731,276574,38010,CWB379000800
창원시,100,간선버스,월영1차아파트,대방동종점,500.0,2300.0,24.0,20.0,20.0,253220.0,137,55.8,2.3,300.0,1380.0,1080.0,22.857142857142858,47,1003731,276574,38010,CWB379001000
창원시,101,간선버스,월영1차아파트,불모산종점,518.0,2259.0,20.0,27.0,29.0,131093.0,147,61.7,1.9,318.0,1379.0,1061.0,22.285714285714285,47,1003731,276574,38010,CWB379001010
창원시,102,간선버스,해운중학교종점,청솔아파트종점,525.0,2240.0,35.0,36.0,36.0,167730.0,153,60.7,2.4,325.0,1360.0,1035.0,35.285714285714285,29,1003731,276574,38010,CWB379001020
창원시,103,간선버스,성주사역 환승센터,가포고등학교,505.0,2300.0,15.0,18.0,20.0,335737.0,131,56.6,1.8,305.0,1380.0,1075.0,16.142857142857142,66,1003731,276574,38010,CWB379001030
창원시,105,간선버스,덕동공영차고지,대방동종점,500.0,2249.0,33.0,22.0,27.0,220604.0,152,65.8,2.1,300.0,1369.0,1069.0,30.571428571428573,34,1003731,276574,38010,CWB379001050
창원시,106,간선버스,월영1차아파트,불모산종점,500.0,2246.0,36.0,47.0,47.0,115456.0,132,57.0,1.7,300.0,1366.0,1066.0,39.142857142857146,27,1003731,276574,38010,CWB379001060
창원시,107,간선버스,월영1차아파트,불모산종점,505.0,2300.0,38.0,35.0,35.0,103106.0,124,55.5,1.7,305.0,1380.0,1075.0,37.142857142857146,28,1003731,276574,38010,CWB379001070
창원시,108,간선버스,대방동종점,가포고등학교,505.0,2245.0,29.0,35.0,45.0,138892.0,117,52.6,1.6,305.0,1365.0,1060.0,32.142857142857146,32,1003731,276574,38010,CWB379001080
창원시,109,간선버스,경남대남부터미널종점,불모산종점,515.0,2300.0,20.0,29.0,36.0,168472.0,143,59.4,1.8,315.0,1380.0,1065.0,23.571428571428573,45,1003731,276574,38010,CWB379001090
창원시,110,간선버스,성주사역 환승센터,마산대학교종점,500.0,2229.0,40.0,33.0,51.0,89811.0,168,68.2,1.7,300.0,1349.0,1049.0,40.57142857142857,25,1003731,276574,38010,CWB379001100
창원시,111,간선버스,성주사역 환승센터,안계초등학교,513.0,2235.0,29.0,53.0,49.0,89207.0,161,66.2,1.6,313.0,1355.0,1042.0,35.285714285714285,29,1003731,276574,38010,CWB379001110
창원시,113,간선버스,불모산종점,평성종점,515.0,2300.0,20.0,29.0,33.0,186661.0,139,61.7,1.5,315.0,1380.0,1065.0,23.142857142857142,46,1003731,276574,38010,CWB379001130
창원시,114,간선버스,안계초등학교,청솔아파트종점,515.0,2232.0,49.0,56.0,63.0,45694.0,154,69.6,1.8,315.0,1352.0,1037.0,52.0,19,1003731,276574,38010,CWB379001140
창원시,115,간선버스,청솔아파트종점,평성종점,512.0,2258.0,29.0,44.0,47.0,146843.0,135,61.8,1.8,312.0,1378.0,1066.0,33.714285714285715,31,1003731,276574,38010,CWB379001150
창원시,116,간선버스,마산대학교종점,불모산종점,525.0,2250.0,31.0,51.0,47.0,74133.0,145,66.7,1.4,325.0,1370.0,1045.0,36.142857142857146,28,1003731,276574,38010,CWB379001160
창원시,122,간선버스,대방동성아파트,가포고등학교,510.0,2255.0,27.0,24.0,24.0,170594.0,146,55.5,1.8,310.0,1375.0,1065.0,26.142857142857142,40,1003731,276574,38010,CWB379001220
창원시,150,간선버스,인의동터미널,창원중앙역,550.0,2238.0,49.0,63.0,63.0,31407.0,118,54.4,2.6,350.0,1358.0,1008.0,53.0,19,1003731,276574,38010,CWB379001500
창원시,151,간선버스,행암입구,종합터미널,530.0,2255.0,27.0,36.0,36.0,96230.0,103,49.2,1.9,330.0,1375.0,1045.0,29.571428571428573,35,1003731,276574,38010,CWB379001510
창원시,152,간선버스,인의동터미널,창원대학교종점,600.0,2212.0,73.0,73.0,76.0,17683.0,81,37.8,1.8,360.0,1332.0,972.0,73.42857142857143,13,1003731,276574,38010,CWB379001520
창원시,155,간선버스,행암입구,태광주유소,540.0,2250.0,24.0,40.0,40.0,130050.0,106,48.1,1.4,340.0,1370.0,1030.0,28.571428571428573,36,1003731,276574,38010,CWB379001550
창원시,156,간선버스,녹수아파트,창원대학교종점,510.0,2210.0,29.0,42.0,42.0,57674.0,100,43.6,2.0,310.0,1330.0,1020.0,32.714285714285715,31,1003731,276574,38010,
창원시,160,간선버스,인의동터미널,덕동공영차고지,515.0,2305.0,24.0,35.0,35.0,68111.0,107,53.7,2.2,315.0,1385.0,1070.0,27.142857142857142,39,1003731,276574,38010,CWB379001600
창원시,162,간선버스,인의동터미널,소계입구,520.0,2220.0,42.0,49.0,49.0,66663.0,86,38.7,1.6,320.0,1340.0,1020.0,44.0,23,1003731,276574,38010,CWB379001620
창원시,163,간선버스,덕동공영차고지,상리마을,520.0,2238.0,31.0,31.0,38.0,44488.0,122,60.7,2.1,320.0,1358.0,1038.0,32.0,32,1003731,276574,38010,CWB379001630
창원시,164,간선버스,경남대남부터미널종점,행암입구,530.0,2235.0,45.0,45.0,45.0,58382.0,119,53.2,1.9,330.0,1355.0,1025.0,45.0,22,1003731,276574,38010,CWB379001640
창원시,212,지선버스,불모산종점,소계종점,520.0,2220.0,51.0,51.0,51.0,42439.0,118,49.5,1.8,320.0,1340.0,1020.0,51.0,20,1003731,276574,38010,CWB379002120
창원시,213,지선버스,불모산종점,소계종점,500.0,2245.0,49.0,49.0,49.0,27270.0,117,53.5,1.9,300.0,1365.0,1065.0,49.0,21,1003731,276574,38010,CWB379002130
창원시,214,지선버스,불모산종점,웅남동주민운동장,510.0,2250.0,63.0,63.0,63.0,40587.0,125,53.2,1.8,310.0,1370.0,1060.0,63.0,16,1003731,276574,38010,CWB379002140
창원시,215,지선버스,소계종점,창원경상대병원종점(215),540.0,2259.0,70.0,70.0,70.0,34752.0,111,45.6,1.9,340.0,1379.0,1039.0,70.0,14,1003731,276574,38010,CWB379002150
창원시,216,지선버스,불모산종점,석교종점,500.0,2200.0,51.0,60.0,60.0,19242.0,101,56.5,2.7,300.0,1320.0,1020.0,53.57142857142857,19,1003731,276574,38010,CWB379002160
창원시,219,지선버스,창원시청(가로변),창원시립상복공원,800.0,2130.0,310.0,310.0,310.0,458.0,20,11.2,1.4,480.0,1290.0,810.0,310.0,2,1003731,276574,38010,CWB379002190
창원시,220,지선버스,창원중앙역,창원중앙역,540.0,2250.0,88.0,88.0,88.0,23808.0,49,18.8,2.4,340.0,1370.0,1030.0,88.0,11,1003731,276574,38010,CWB379002200
창원시,221,지선버스,창원중앙역,창원중앙역,525.0,2237.0,88.0,88.0,88.0,24930.0,48,18.8,1.6,325.0,1357.0,1032.0,88.0,11,1003731,276574,38010,CWB379002210
창원시,222,지선버스,창원중앙역,창원중앙역,700.0,2345.0,93.0,93.0,93.0,2361.0,18,8.4,1.5,420.0,1425.0,1005.0,93.0,10,1003731,276574,38010,CWB379002220
창원시,223,지선버스,반도유보라아파트,대방동종점,510.0,2215.0,64.0,64.0,64.0,5376.0,44,17.2,1.7,310.0,1335.0,1025.0,64.0,16,1003731,276574,38010,CWB379002230
창원시,224,지선버스,종합터미널,종합터미널,600.0,2200.0,70.0,70.0,90.0,772.0,19,8.4,2.2,360.0,1320.0,960.0,72.85714285714286,13,1003731,276574,38010,CWB379002240
창원시,225,지선버스,대방동성아파트,대방동종점,600.0,2200.0,64.0,64.0,64.0,273.0,9,5.1,1.6,360.0,1320.0,960.0,64.0,15,1003731,276574,38010,CWB379002250
창원시,240,지선버스,평성종점,수곡종점,540.0,2130.0,240.0,240.0,240.0,4808.0,80,32.2,4.0,340.0,1290.0,950.0,240.0,3,1003731,276574,38010,CWB379002400
창원시,250,지선버스,덕동공영차고지,블루밍아파트,500.0,2235.0,40.0,47.0,66.0,66137.0,150,63.1,2.1,300.0,1355.0,1055.0,44.71428571428572,23,1003731,276574,38010,CWB379002500
창원시,251,지선버스,해운중학교,안계초등학교,500.0,2251.0,38.0,44.0,53.0,35240.0,91,37.4,1.6,300.0,1371.0,1071.0,41.0,26,1003731,276574,38010,CWB379002510
창원시,253,지선버스,덕동공영차고지,블루밍아파트,520.0,2230.0,38.0,40.0,40.0,42648.0,96,45.6,1.6,320.0,1350.0,1030.0,38.57142857142857,26,1003731,276574,38010,CWB379002530
창원시,254,지선버스,덕동공영차고지,마산대학교종점,510.0,2216.0,29.0,36.0,36.0,61303.0,123,54.8,2.0,310.0,1336.0,1026.0,31.0,33,1003731,276574,38010,CWB379002540
창원시,256,지선버스,가포고등학교,평성종점,515.0,2220.0,35.0,35.0,35.0,39405.0,82,42.9,2.0,315.0,1340.0,1025.0,35.0,29,1003731,276574,38010,CWB379002560
창원시,257,지선버스,덕동공영차고지,석교종점,500.0,2130.0,90.0,90.0,90.0,10215.0,119,57.2,4.3,300.0,1290.0,990.0,90.0,11,1003731,276574,38010,CWB379002570
창원시,258,지선버스,덕동공영차고지,마산대학교종점,500.0,2255.0,96.0,173.0,151.0,51250.0,115,51.1,1.8,300.0,1375.0,1075.0,114.85714285714286,9,1003731,276574,38010,CWB379002580
창원시,258-1,지선버스,덕동공영차고지,수곡종점,900.0,1555.0,319.0,349.0,343.0,6275.0,118,53.2,1.8,540.0,955.0,415.0,326.7142857142857,1,1003731,276574,38010,CWB379002581
창원시,258-9,지선버스,덕동공영차고지,용담종점,1331.0,1740.0,144.0,197.0,234.0,6275.0,99,49.54012738853503,2.0,811.0,1060.0,249.0,164.42857142857142,1,1003731,276574,38010,CWB379002589
창원시,259,지선버스,덕동공영차고지,평성종점,513.0,2237.0,45.0,54.0,54.0,34959.0,97,48.5,2.0,313.0,1357.0,1044.0,47.57142857142857,21,1003731,276574,38010,CWB379002590
창원시,260,지선버스,수정시내버스환승센터,소계종점,500.0,2225.0,61.0,73.0,93.0,30470.0,123,52.8,1.8,300.0,1345.0,1045.0,67.28571428571429,15,1003731,276574,38010,CWB379002600
창원시,260-1,지선버스,저도비치로드,소계종점,638.0,638.0,128.1,114.6,118.0,783.0,142,63.7,1.8,398.0,398.0,0.0,124.72857142857144,0,1003731,276574,38010,CWB379002608
창원시,260-2,지선버스,수정시내버스환승센터,소계종점,1008.0,1547.0,339.0,370.0,370.0,30470.0,131,56.6,1.9,608.0,947.0,339.0,347.85714285714283,0,1003731,276574,38010,CWB379002609
창원시,262,지선버스,덕동공영차고지,소계종점,516.0,2245.0,35.0,35.0,44.0,59025.0,110,46.7,1.8,316.0,1365.0,1049.0,36.285714285714285,28,1003731,276574,38010,CWB379002620
창원시,263,지선버스,수정시내버스환승센터,소계종점,515.0,2120.0,64.0,76.0,76.0,44734.0,128,50.5,1.7,315.0,1280.0,965.0,67.42857142857143,14,1003731,276574,38010,CWB379002630
창원시,263-1,지선버스,수정시내버스환승센터,소계종점,2205.0,2205.0,128.1,114.6,118.0,1082.0,136,54.3,1.9,1325.0,1325.0,0.0,124.72857142857144,0,1003731,276574,38010,CWB379002639
창원시,264,지선버스,덕동공영차고지,가포LH1단지,600.0,2210.0,60.0,60.0,60.0,3288.0,35,23.4,4.2,360.0,1330.0,970.0,60.0,16,1003731,276574,38010,CWB379002640
창원시,270,지선버스,합성동무학아파트,합성동무학아파트,600.0,2150.0,90.0,90.0,90.0,332.0,18,6.4,1.8,360.0,1310.0,950.0,90.0,10,1003731,276574,38010,CWB379002700
창원시,271,지선버스,창원시립마산박물관,창원시립마산박물관,600.0,2200.0,94.0,94.0,94.0,5143.0,15,6.0,4.8,360.0,1320.0,960.0,94.0,10,1003731,276574,38010,CWB379002710
창원시,272,지선버스,가포LH1단지,어시장,530.0,2150.0,105.0,105.0,105.0,4615.0,44,17.4,2.0,330.0,1310.0,980.0,105.0,9,1003731,276574,38010,CWB379002720
창원시,273,지선버스,삼학사.경남은행연수원,마산성로원,600.0,2200.0,94.0,94.0,94.0,1567.0,15,5.9,1.7,360.0,1320.0,960.0,94.0,10,1003731,276574,38010,CWB379002730
창원시,277,지선버스,두릉마을종점,마산역종점,600.0,2100.0,130.0,130.0,130.0,3143.0,57,24.1,1.6,360.0,1260.0,900.0,130.0,6,1003731,276574,38010,CWB379002770
창원시,301,지선버스,속천종점,녹수아파트,530.0,2320.0,22.0,29.0,29.0,32255.0,55,17.3,2.0,330.0,1400.0,1070.0,24.0,44,1003731,276574,38010,CWB379003010
창원시,302,지선버스,속천종점,행암동종점,520.0,2310.0,54.0,123.0,123.0,13384.0,49,18.5,2.2,320.0,1390.0,1070.0,73.71428571428571,14,1003731,276574,38010,CWB379003020
창원시,302-1,지선버스,속천종점,수치,540.0,2140.0,108.0,120.0,120.0,9099.0,55,21.4,2.0,340.0,1300.0,960.0,111.42857142857144,8,1003731,276574,38010,CWB379003021
창원시,302-2,지선버스,속천어촌계,학개마을,600.0,2240.0,107.0,107.0,107.0,4615.0,65,26.2,2.4,360.0,1360.0,1000.0,107.0,9,1003731,276574,38010,CWB379003022
창원시,303,지선버스,속천종점,세스페데스공원,518.0,2245.0,42.0,56.0,56.0,18191.0,80,34.4,1.6,318.0,1365.0,1047.0,46.0,22,1003731,276574,38010,CWB379003030
창원시,305,지선버스,속천종점,부영4단지,500.0,2250.0,27.0,38.0,38.0,98312.0,140,57.2,1.9,300.0,1370.0,1070.0,30.142857142857142,35,1003731,276574,38010,CWB379003050
창원시,306,지선버스,속천종점,시티프라디움1차.리젠시빌란트,500.0,2227.0,42.0,56.0,56.0,17567.0,81,34.5,2.0,300.0,1347.0,1047.0,46.0,22,1003731,276574,38010,CWB379003060
창원시,307,지선버스,속천종점,녹수아파트,510.0,2330.0,14.0,20.0,20.0,83974.0,64,19.6,2.3,310.0,1410.0,1100.0,15.714285714285714,70,1003731,276574,38010,CWB379003070
창원시,309,지선버스,속천어촌계,속천어촌계,520.0,2300.0,56.0,56.0,56.0,24819.0,45,17.8,4.4,320.0,1380.0,1060.0,56.0,18,1003731,276574,38010,CWB379003090
창원시,315,지선버스,속천종점,부영4단지,510.0,2235.0,40.0,44.0,44.0,70279.0,156,64.3,2.1,310.0,1355.0,1045.0,41.142857142857146,25,1003731,276574,38010,CWB379003150
창원시,317,지선버스,속천종점,장천동,510.0,2250.0,18.0,26.0,26.0,94686.0,94,30.0,3.9,310.0,1370.0,1060.0,20.285714285714285,52,1003731,276574,38010,
창원시,325,지선버스,속천종점,안골버스회차지,530.0,2150.0,100.0,100.0,100.0,150.0,101,46.3,1.7,330.0,1310.0,980.0,100.0,9,1003731,276574,38010,CWB379003250
창원시,350,마을버스,수도마을,삼포입구,928.0,1614.0,128.1,150.0,150.0,1029.0,46,30.0,3.3,568.6765746638358,974.5322338830584,405.8556592192226,134.35714285714286,3,1003731,276574,38010,CWB379003500
창원시,351,마을버스,대장동종점,대장동종점,650.0,1810.0,110.0,110.0,110.0,2329.0,30,15.8,1.6,410.0,1090.0,680.0,110.0,6,1003731,276574,38010,CWB379003510
창원시,352,마을버스,부암마을,주포종점,620.0,1815.0,64.0,64.0,64.0,2555.0,53,31.6,2.1,380.0,1095.0,715.0,64.0,11,1003731,276574,38010,CWB379003520
