노선아이디,노선명,기점노드아이디,종점노드아이디,기점정류장,종점정류장,지자체코드,지자체명
390000044,250-30,390000295,416000083,청계,마산남부시외버스터미널,390,함안군
390000045,250-30,416000083,390000296,마산남부시외버스터미널,청계,390,함안군
390000168,250-40,416000083,390000269,마산남부시외버스터미널,음달마을,390,함안군
390000170,250-40,390000107,416000083,내봉촌,마산남부시외버스터미널,390,함안군
390000169,250-41,390000107,416000083,내봉촌,마산남부시외버스터미널,390,함안군
390000171,250-41,416000083,390000269,마산남부시외버스터미널,음달마을,390,함안군
390000037,252-20,390000171,416000083,주공아파트정문,마산남부시외버스터미널,390,함안군
390000038,252-20,416000083,390000170,마산남부시외버스터미널,주공아파트,390,함안군
390000041,252-21,390000171,416000083,주공아파트정문,마산남부시외버스터미널,390,함안군
390000047,252-21,416000083,390000170,마산남부시외버스터미널,주공아파트,390,함안군
390000036,252-23,416000083,390000170,마산남부시외버스터미널,주공아파트,390,함안군
390000173,252-23,390000171,416000083,주공아파트정문,마산남부시외버스터미널,390,함안군
390000039,252-24,390000171,416000083,주공아파트정문,마산남부시외버스터미널,390,함안군
390000180,252-24,416000083,390000170,마산남부시외버스터미널,주공아파트,390,함안군
390000174,252-30,416000083,390000027,마산남부시외버스터미널,군북버스터미널,390,함안군
390000175,252-30,390000027,416000083,군북버스터미널,마산남부시외버스터미널,390,함안군
390000048,252-31,416000083,390000027,마산남부시외버스터미널,군북버스터미널,390,함안군
390000177,252-31,390000027,416000083,군북버스터미널,마산남부시외버스터미널,390,함안군
390000049,252-32,390000027,416000083,군북버스터미널,마산남부시외버스터미널,390,함안군
390000300,3,390000864,390000865,송정주차장,송정주차장,390,함안군
390000019,72-2,390000056,416000053,함안버스터미널,GS마트,390,함안군
390000188,72-3,416000083,390000005,마산남부시외버스터미널,함안버스터미널,390,함안군
390000011,72-4,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000012,72-4,390000056,416000084,함안버스터미널,진동,390,함안군
390000195,72-4,416000030,390000005,진동,함안버스터미널,390,함안군
390000013,72-5,390000056,416000084,함안버스터미널,진동,390,함안군
390000197,72-5,416000030,390000005,진동,함안버스터미널,390,함안군
390000001,777-10,390000367,390000005,용산사거리,함안버스터미널,390,함안군
390000002,777-10,390000056,390000328,함안버스터미널,용산,390,함안군
390000004,777-11,390000056,390000368,함안버스터미널,용산,390,함안군
390000003,777-2,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000005,777-20,390000368,390000005,용산,함안버스터미널,390,함안군
390000009,777-20,390000056,390000367,함안버스터미널,용산사거리,390,함안군
390000010,777-21,390000056,390000367,함안버스터미널,용산사거리,390,함안군
390000006,777-22,390000328,390000005,용산,함안버스터미널,390,함안군
390000007,777-22,390000056,390000367,함안버스터미널,용산사거리,390,함안군
390000202,777-30,390000367,390000005,용산사거리,함안버스터미널,390,함안군
390000204,777-30,390000056,390000368,함안버스터미널,용산,390,함안군
390000203,777-31,390000367,390000005,용산사거리,함안버스터미널,390,함안군
390000205,777-31,390000056,390000368,함안버스터미널,용산,390,함안군
390000187,777-40,390000811,390000005,동촌못골,함안버스터미널,390,함안군
390000163,777-41,390000056,390000540,함안버스터미널,동촌못골,390,함안군
390000164,777-42,390000056,390000540,함안버스터미널,동촌못골,390,함안군
390000192,777-43,390000811,390000005,동촌못골,함안버스터미널,390,함안군
390000165,777-45,390000056,390000540,함안버스터미널,동촌못골,390,함안군
390000166,777-46,390000368,390000005,용산,함안버스터미널,390,함안군
390000189,777-47,390000522,390000005,경희의원,함안버스터미널,390,함안군
390000162,777-48,390000056,390000523,함안버스터미널,경희의원,390,함안군
390000181,777-50,390000368,390000242,용산,대산버스터미널,390,함안군
390000182,777-50,390000503,390000242,구혜,대산버스터미널,390,함안군
390000199,777-50,390000814,390000329,대산버스터미널,용산,390,함안군
390000167,777-52,390000056,390000328,함안버스터미널,용산,390,함안군
396000027,0-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000063,1-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000029,10-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000002,11-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000003,11-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000020,11-21,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000032,12-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000047,13-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000026,14-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000049,14-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000060,15-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000061,16-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000062,16-21,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000008,17-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000042,17-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000018,17-21,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000034,18-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000023,19-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000001,2-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000005,20-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000030,20-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000009,21-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000038,21-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000014,21-22,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000039,21-31,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000053,25-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000011,25-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000019,26-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000021,26-2,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000025,27-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000015,28-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000055,29-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000004,3-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000065,30-1,396000595,396000595,함양시외버스터미널,함양시외버스터미널,396,함양군
396000066,31-1,396000595,396000595,함양시외버스터미널,함양시외버스터미널,396,함양군
396000067,31-11,396000595,396000595,함양시외버스터미널,함양시외버스터미널,396,함양군
396000068,31-21,396000595,396000595,함양시외버스터미널,함양시외버스터미널,396,함양군
396000069,32-1,396000595,396000595,함양시외버스터미널,함양시외버스터미널,396,함양군
396000073,33-1,396000595,396000595,함양시외버스터미널,함양시외버스터미널,396,함양군
396000070,34-1,396000595,396000595,함양시외버스터미널,함양시외버스터미널,396,함양군
396000064,38-1,396000591,396000595,함양지리산고속,함양시외버스터미널,396,함양군
396000072,39-1,396000595,396000595,함양시외버스터미널,함양시외버스터미널,396,함양군
396000007,4-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000024,40-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000017,40-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000052,41-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000041,42-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000046,43-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000048,43-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000071,44-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000059,45-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000057,46-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000043,47-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000031,48-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000051,5-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000054,51-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000058,53-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000033,6-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000012,60-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000037,60-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000013,60-21,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000028,61-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000006,62-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000035,62-11,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000022,63-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000040,64-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000044,66-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000056,68-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000050,7-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
396000010,8-1,396000591,396000325,함양지리산고속,함양지리산고속,396,함양군
