노선아이디,노선명,기점노드아이디,종점노드아이디,기점정류장,종점정류장,지자체코드,지자체명
383000296,503,383000437,387000021,삼덕항,거제대교,383,통영시
383000395,503,387000020,383000575,거제대교종점,삼덕항,383,통영시
383000522,51,383000517,383000689,충렬사,서피랑,383,통영시
383000523,52,383000517,383000689,충렬사,서피랑,383,통영시
383000524,53,383000517,383000689,충렬사,서피랑,383,통영시
383000306,530,383000576,383000058,척포,시외버스터미널,383,통영시
383000305,530,383000057,383000576,시외버스터미널,척포,383,통영시
383000549,531,383000449,383000058,척포,시외버스터미널,383,통영시
383000550,531,383000057,383000449,시외버스터미널,척포,383,통영시
383000313,533,387000020,383000869,거제대교종점,금평,383,통영시
383000307,534,383000430,383000720,금평,신우희가로,383,통영시
383000308,534,383000720,383000869,신우희가로,금평,383,통영시
383000311,535,383000430,383000720,금평,신우희가로,383,통영시
383000312,535,383000721,383000869,신우희가로,금평,383,통영시
383000525,54,383000517,383000689,충렬사,서피랑,383,통영시
383000551,540,383000381,383000058,풍화리해란,시외버스터미널,383,통영시
383000552,540,383000057,383000381,시외버스터미널,풍화리해란,383,통영시
383000461,541,383000382,383000058,풍화리해란,시외버스터미널,383,통영시
383000462,541,383000057,383000382,시외버스터미널,풍화리해란,383,통영시
383000526,55,383000517,383000689,충렬사,서피랑,383,통영시
383000527,56,383000517,383000689,충렬사,서피랑,383,통영시
383000436,581,383000430,383000058,금평,시외버스터미널,383,통영시
383000440,581,383000057,383000869,시외버스터미널,금평,383,통영시
383000534,60,383000058,383000611,시외버스터미널,춘원마을,383,통영시
383000535,60,383000862,383000057,춘원마을,시외버스터미널,383,통영시
383000315,600,383000340,383000058,서호시장,시외버스터미널,383,통영시
383000316,600,383000057,383000338,시외버스터미널,서호시장,383,통영시
383000420,601,383000339,383000058,서호시장,시외버스터미널,383,통영시
383000421,601,383000057,383000338,시외버스터미널,서호시장,383,통영시
383000528,61,383000058,383000057,시외버스터미널,시외버스터미널,383,통영시
383000401,610,383000340,383000058,서호시장,시외버스터미널,383,통영시
383000402,610,383000057,383000338,시외버스터미널,서호시장,383,통영시
383000324,613,383000349,387000021,도리골,거제대교,383,통영시
383000323,613,387000020,383000348,거제대교종점,도리골,383,통영시
383000319,615,383000349,383000058,도리골,시외버스터미널,383,통영시
383000320,615,383000057,383000348,시외버스터미널,도리골,383,통영시
383000553,620,383000340,383000058,서호시장,시외버스터미널,383,통영시
383000554,620,383000057,383000339,시외버스터미널,서호시장,383,통영시
383000467,630,383000340,383000544,서호시장,통영농협,383,통영시
383000468,630,383000338,383000336,서호시장,문화마당,383,통영시
383000415,640,383000340,383000058,서호시장,시외버스터미널,383,통영시
383000416,640,383000057,383000339,시외버스터미널,서호시장,383,통영시
383000327,653,383000340,387000012,서호시장,성포,383,통영시
383000328,653,387000013,383000338,성포,서호시장,383,통영시
383000329,660,383000340,383000028,서호시장,황리임중,383,통영시
383000330,660,383000571,383000338,황리임중,서호시장,383,통영시
383000498,661,383000340,383000812,서호시장,안정사,383,통영시
383000499,661,383000812,383000338,안정사,서호시장,383,통영시
383000335,663,383000340,383000028,서호시장,황리임중,383,통영시
383000336,663,383000571,383000338,황리임중,서호시장,383,통영시
383000338,664,383000340,383000554,서호시장,무량마을,383,통영시
383000337,664,383000029,383000338,무량촌,서호시장,383,통영시
383000340,665,383000340,392000093,서호시장,고성당동,383,통영시
383000339,665,392000093,383000338,고성당동,서호시장,383,통영시
383000342,667,383000349,392000093,도리골,고성당동,383,통영시
383000341,667,392000093,383000348,고성당동,도리골,383,통영시
383000346,671,383000339,383000866,서호시장,분지포,383,통영시
383000345,671,383000138,383000339,분지포,서호시장,383,통영시
383000482,672,383000339,383000868,서호시장,가오치터미널,383,통영시
383000348,672,383000628,383000339,가오치터미널,서호시장,383,통영시
383000555,673,383000340,383000561,서호시장,저산,383,통영시
383000556,673,383000561,383000339,저산,서호시장,383,통영시
383000487,674,383000340,383000119,서호시장,수월리,383,통영시
383000352,674,383000119,383000339,수월리,서호시장,383,통영시
383000484,675,383000340,383000561,서호시장,저산,383,통영시
383000354,675,383000561,383000339,저산,서호시장,383,통영시
383000488,676,383000340,383000096,서호시장,원산종점,383,통영시
383000356,676,383000096,383000338,원산종점,서호시장,383,통영시
383000486,677,383000340,383000096,서호시장,원산종점,383,통영시
383000489,678,383000340,392000831,서호시장,월평,383,통영시
383000360,678,392000831,383000338,월평,서호시장,383,통영시
383000594,74,383000063,383000057,한선1차아파트,시외버스터미널,383,통영시
383000595,75,383000063,383000057,한선1차아파트,시외버스터미널,383,통영시
383000557,750,387000020,383000720,거제대교종점,신우희가로,383,통영시
383000558,750,383000720,387000021,신우희가로,거제대교,383,통영시
383000326,752,383000029,387000021,무량촌,거제대교,383,통영시
383000475,758,387000020,383000058,거제대교종점,시외버스터미널,383,통영시
383000533,81,387000020,383000058,거제대교종점,시외버스터미널,383,통영시
383000536,81,383000057,387000021,시외버스터미널,거제대교,383,통영시
383000559,900,383000058,383000704,시외버스터미널,노산,383,통영시
383000560,900,383000045,383000057,노산,시외버스터미널,383,통영시
383000574,906,383000057,383000279,시외버스터미널,내포마을,383,통영시
383000504,906,383000280,383000058,내포,시외버스터미널,383,통영시
383000511,930,383000187,383000058,우포마을,시외버스터미널,383,통영시
383000564,930,383000057,383000188,시외버스터미널,우포마을,383,통영시
383000565,940,383000058,383000128,시외버스터미널,도산종점,383,통영시
383000505,940,383000129,383000057,도산면사무소,시외버스터미널,383,통영시
383000562,948,383000872,383000058,해간도종점,시외버스터미널,383,통영시
383000561,948,383000057,383000867,시외버스터미널,해간도종점,383,통영시
383000506,953,387000013,383000058,성포,시외버스터미널,383,통영시
383000566,954,383000058,383000008,시외버스터미널,구집,383,통영시
383000515,954,383000009,383000057,구집마을,시외버스터미널,383,통영시
383000567,955,383000057,383000160,시외버스터미널,대방포,383,통영시
383000516,955,383000160,383000058,대방포,시외버스터미널,383,통영시
383000507,961,383000812,383000057,안정사,시외버스터미널,383,통영시
383000568,963,383000058,383000028,시외버스터미널,황리임중,383,통영시
383000510,963,383000571,383000057,황리임중,시외버스터미널,383,통영시
383000569,964,383000058,383000871,시외버스터미널,무량촌,383,통영시
383000517,964,383000029,383000057,무량촌,시외버스터미널,383,통영시
383000570,965,383000058,392000094,시외버스터미널,당동,383,통영시
383000503,965,392000093,383000057,고성당동,시외버스터미널,383,통영시
383000518,971,383000138,383000058,분지포,시외버스터미널,383,통영시
383000571,971,383000057,383000866,시외버스터미널,분지포,383,통영시
383000599,972,383000058,383000868,시외버스터미널,가오치터미널,383,통영시
383000598,972,383000628,383000057,가오치터미널,시외버스터미널,383,통영시
383000572,973,383000058,383000117,시외버스터미널,저산,383,통영시
383000513,973,383000561,383000057,저산,시외버스터미널,383,통영시
383000601,974,383000058,383000118,시외버스터미널,수월마을,383,통영시
383000600,974,383000119,383000057,수월리,시외버스터미널,383,통영시
383000573,976,383000058,383000096,시외버스터미널,원산종점,383,통영시
383000519,976,383000096,383000057,원산종점,시외버스터미널,383,통영시
383000509,978,392000831,383000057,월평,시외버스터미널,383,통영시
394000001,1-1,394000630,394000620,하동버스터미널,부춘마을,394,하동군
394000002,1-2,394000448,394000108,부춘마을,하동버스터미널,394,하동군
394000003,1-3,394000630,394000635,하동버스터미널,진교터미널,394,하동군
394000030,1-3,394000630,394000635,하동버스터미널,진교터미널,394,하동군
394000004,1-4,394000142,394000139,진교터미널,연막,394,하동군
394000005,1-5,394000264,394000108,연막종점,하동버스터미널,394,하동군
394000012,1-6,394000630,394000178,하동버스터미널,청학동,394,하동군
394000006,1-6,394000630,394000178,하동버스터미널,청학동,394,하동군
394000007,1-7,394000651,394000108,청학동,하동버스터미널,394,하동군
394000021,1-7,394000651,394000108,청학동,하동버스터미널,394,하동군
394000010,1-8,394000630,394000176,하동버스터미널,중기,394,하동군
394000008,1-8,394000630,394000176,하동버스터미널,중기,394,하동군
394000054,1-8,394000630,394000176,하동버스터미널,중기,394,하동군
394000011,1-9,394000621,394000108,중기,하동버스터미널,394,하동군
394000009,1-9,394000621,394000108,중기,하동버스터미널,394,하동군
394000055,1-9,394000621,394000108,중기,하동버스터미널,394,하동군
394000122,10-1,394000630,394000635,하동버스터미널,진교터미널,394,하동군
394000123,10-2,394000142,394000582,진교터미널,중평,394,하동군
394000127,10-2,394000142,394000582,진교터미널,중평,394,하동군
394000124,10-3,394000644,394000635,중평,진교터미널,394,하동군
394000128,10-3,394000644,394000635,중평,진교터미널,394,하동군
394000125,10-4,394000142,394000108,진교터미널,하동버스터미널,394,하동군
394000129,10-8,394000142,394000108,진교터미널,하동버스터미널,394,하동군
394000013,2-1,394000651,394000108,청학동,하동버스터미널,394,하동군
394000022,2-10,394000630,394000139,하동버스터미널,연막,394,하동군
394000023,2-11,394000264,394000545,연막종점,상성마을,394,하동군
394000024,2-12,394000545,394000108,상성마을,하동버스터미널,394,하동군
394000014,2-2,394000630,394000635,하동버스터미널,진교터미널,394,하동군
394000036,2-2,394000630,394000635,하동버스터미널,진교터미널,394,하동군
394000015,2-3,394000142,394000108,진교터미널,하동버스터미널,394,하동군
394000016,2-4,394000630,394000635,하동버스터미널,진교터미널,394,하동군
394000040,2-4,394000630,394000635,하동버스터미널,진교터미널,394,하동군
394000107,2-4,394000630,394000635,하동버스터미널,진교터미널,394,하동군
394000017,2-5,394000142,394000108,진교터미널,하동버스터미널,394,하동군
394000039,2-5,394000142,394000108,진교터미널,하동버스터미널,394,하동군
394000041,2-5,394000142,394000108,진교터미널,하동버스터미널,394,하동군
394000045,2-5,394000142,394000108,진교터미널,하동버스터미널,394,하동군
394000132,2-6,394000630,394000648,하동버스터미널,신촌마을,394,하동군
394000018,2-6,394000630,394000648,하동버스터미널,신촌마을,394,하동군
394000080,2-6,394000630,394000648,하동버스터미널,신촌마을,394,하동군
394000133,2-7,394000226,394000108,신촌마을,하동버스터미널,394,하동군
394000019,2-7,394000226,394000108,신촌마을,하동버스터미널,394,하동군
394000081,2-7,394000226,394000108,신촌마을,하동버스터미널,394,하동군
394000020,2-8,394000630,394000178,하동버스터미널,청학동,394,하동군
394000025,3-1,394000630,394000546,하동버스터미널,상성마을,394,하동군
394000034,3-10,394000630,394000673,하동버스터미널,쌍계사입구,394,하동군
394000056,3-10,394000630,394000673,하동버스터미널,쌍계사입구,394,하동군
394000035,3-11,394000684,394000108,쌍계사입구,하동버스터미널,394,하동군
394000057,3-11,394000684,394000108,쌍계사입구,하동버스터미널,394,하동군
394000026,3-2,394000546,394000139,상성마을,연막,394,하동군
394000027,3-3,394000264,394000108,연막종점,하동버스터미널,394,하동군
394000087,3-3,394000264,394000108,연막종점,하동버스터미널,394,하동군
394000028,3-4,394000630,394000178,하동버스터미널,청학동,394,하동군
394000049,3-4,394000630,394000178,하동버스터미널,청학동,394,하동군
394000029,3-5,394000651,394000108,청학동,하동버스터미널,394,하동군
394000037,3-7,394000142,394000636,진교터미널,백토,394,하동군
394000031,3-7,394000142,394000636,진교터미널,백토,394,하동군
394000043,3-7,394000142,394000636,진교터미널,백토,394,하동군
394000038,3-8,394000306,394000635,백토,진교터미널,394,하동군
394000032,3-8,394000306,394000635,백토,진교터미널,394,하동군
394000044,3-8,394000306,394000635,백토,진교터미널,394,하동군
394000033,3-9,394000142,394000108,진교터미널,하동버스터미널,394,하동군
394000126,4-11,394000630,394000635,하동버스터미널,진교터미널,394,하동군
394000050,4-11,394000630,394000635,하동버스터미널,진교터미널,394,하동군
394000051,4-12,394000142,394000108,진교터미널,하동버스터미널,394,하동군
394000042,4-3,394000639,394000635,고내,진교터미널,394,하동군
394000046,4-7,394000630,394000119,하동버스터미널,의신,394,하동군
394000058,4-7,394000630,394000119,하동버스터미널,의신,394,하동군
394000120,4-7,394000630,394000119,하동버스터미널,의신,394,하동군
394000047,4-8,394000463,394000108,의신,하동버스터미널,394,하동군
394000113,4-8,394000463,394000108,의신,하동버스터미널,394,하동군
394000048,4-9,394000630,394000178,하동버스터미널,청학동,394,하동군
394000052,5-1,394000212,394000108,동점마을,하동버스터미널,394,하동군
394000062,5-11,394000630,394000176,하동버스터미널,중기,394,하동군
394000114,5-11,394000630,394000176,하동버스터미널,중기,394,하동군
394000131,5-2,394000212,394000108,동점마을,하동버스터미널,394,하동군
394000053,5-2,394000212,394000108,동점마을,하동버스터미널,394,하동군
394000067,5-2,394000212,394000108,동점마을,하동버스터미널,394,하동군
394000117,5-2,394000212,394000108,동점마을,하동버스터미널,394,하동군
394000061,5-8,394000463,394000108,의신,하동버스터미널,394,하동군
394000059,5-8,394000463,394000108,의신,하동버스터미널,394,하동군
394000121,5-8,394000463,394000108,의신,하동버스터미널,394,하동군
394000060,5-9,394000630,394000119,하동버스터미널,의신,394,하동군
394000109,5-9,394000639,394000635,고내,진교터미널,394,하동군
394000112,5-9,394000630,394000119,하동버스터미널,의신,394,하동군
394000063,6-1,394000621,394000108,중기,하동버스터미널,394,하동군
394000115,6-1,394000621,394000108,중기,하동버스터미널,394,하동군
394000072,6-10,394000664,394000362,옥종시외버스터미널,두방마을,394,하동군
394000090,6-10,394000664,394000362,옥종시외버스터미널,두방마을,394,하동군
394000104,6-10,394000664,394000362,옥종시외버스터미널,두방마을,394,하동군
394000100,6-10,394000664,394000362,옥종시외버스터미널,두방마을,394,하동군
394000073,6-11,394000665,394000664,두방마을,옥종시외버스터미널,394,하동군
394000091,6-11,394000665,394000664,두방마을,옥종시외버스터미널,394,하동군
394000105,6-11,394000665,394000664,두방마을,옥종시외버스터미널,394,하동군
394000101,6-11,394000665,394000664,두방마을,옥종시외버스터미널,394,하동군
394000074,6-12,394000378,394000664,옥종시외버스터미널,옥종시외버스터미널,394,하동군
394000092,6-12,394000378,394000664,옥종시외버스터미널,옥종시외버스터미널,394,하동군
394000097,6-12,394000378,394000664,옥종시외버스터미널,옥종시외버스터미널,394,하동군
394000075,6-13,394000378,394000108,옥종시외버스터미널,하동버스터미널,394,하동군
394000079,6-17,394000630,394000649,하동버스터미널,동점마을,394,하동군
394000076,6-2,394000630,394000237,하동버스터미널,목도마을,394,하동군
394000064,6-2,394000630,394000237,하동버스터미널,목도마을,394,하동군
394000084,6-2,394000630,394000237,하동버스터미널,목도마을,394,하동군
394000095,6-2,394000630,394000237,하동버스터미널,목도마을,394,하동군
394000077,6-3,394000633,394000108,목도마을,하동버스터미널,394,하동군
394000065,6-3,394000633,394000108,목도마을,하동버스터미널,394,하동군
394000085,6-3,394000633,394000108,목도마을,하동버스터미널,394,하동군
394000096,6-3,394000633,394000108,목도마을,하동버스터미널,394,하동군
394000130,6-4,394000630,394000649,하동버스터미널,동점마을,394,하동군
394000078,6-4,394000630,394000649,하동버스터미널,동점마을,394,하동군
394000066,6-4,394000630,394000649,하동버스터미널,동점마을,394,하동군
394000116,6-4,394000630,394000649,하동버스터미널,동점마을,394,하동군
394000068,6-6,394000630,394000108,하동버스터미널,하동버스터미널,394,하동군
394000088,6-6,394000630,394000108,하동버스터미널,하동버스터미널,394,하동군
394000069,6-7,394000630,394000664,하동버스터미널,옥종시외버스터미널,394,하동군
394000070,6-8,394000664,394000400,옥종시외버스터미널,내촌마을,394,하동군
394000093,6-8,394000664,394000400,옥종시외버스터미널,내촌마을,394,하동군
394000098,6-8,394000664,394000400,옥종시외버스터미널,내촌마을,394,하동군
394000071,6-9,394000653,394000378,내촌마을,옥종시외버스터미널,394,하동군
394000094,6-9,394000653,394000378,내촌마을,옥종시외버스터미널,394,하동군
394000099,6-9,394000653,394000378,내촌마을,옥종시외버스터미널,394,하동군
394000089,7-10,394000630,394000378,하동버스터미널,옥종시외버스터미널,394,하동군
394000103,7-10,394000630,394000378,하동버스터미널,옥종시외버스터미널,394,하동군
394000082,7-3,394000630,394000117,하동버스터미널,동정산장,394,하동군
394000083,7-4,394000671,394000108,신흥,하동버스터미널,394,하동군
394000086,7-7,394000630,394000139,하동버스터미널,연막,394,하동군
394000108,8-14,394000142,394000301,진교터미널,고내,394,하동군
394000110,8-16,394000142,394000139,진교터미널,연막,394,하동군
394000111,8-17,394000264,394000108,연막종점,하동버스터미널,394,하동군
394000106,8-8,394000664,394000108,옥종시외버스터미널,하동버스터미널,394,하동군
394000102,8-8,394000664,394000108,옥종시외버스터미널,하동버스터미널,394,하동군
394000118,9-6,394000630,394000617,하동버스터미널,칠불사-원범왕,394,하동군
394000119,9-7,394000459,394000108,칠불사-원범왕,하동버스터미널,394,하동군
390000301,1,390000864,390000865,송정주차장,송정주차장,390,함안군
390000302,1,390000864,390000865,송정주차장,송정주차장,390,함안군
390000303,1,390000864,390000865,송정주차장,송정주차장,390,함안군
390000304,1,390000864,390000865,송정주차장,송정주차장,390,함안군
390000305,1,390000864,390000865,송정주차장,송정주차장,390,함안군
390000306,1,390000864,390000865,송정주차장,송정주차장,390,함안군
390000016,1-10,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000018,1-11,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000023,1-12,390000056,390000788,함안버스터미널,가덕,390,함안군
390000201,1-13,390000157,390000005,가덕,함안버스터미널,390,함안군
390000025,1-13,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000024,1-14,390000056,390000788,함안버스터미널,가덕,390,함안군
390000029,1-15,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000014,1-16,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000015,1-16,390000056,390000600,함안버스터미널,정암,390,함안군
390000194,1-17,390000600,390000005,정암,함안버스터미널,390,함안군
390000161,1-20,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000020,1-21,390000056,390000129,함안버스터미널,사정,390,함안군
390000193,1-21,390000785,390000005,사정,함안버스터미널,390,함안군
390000021,1-22,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000022,1-22,390000056,390000129,함안버스터미널,사정,390,함안군
390000185,1-22,390000785,390000005,사정,함안버스터미널,390,함안군
390000030,1-30,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000031,1-31,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000032,1-32,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000040,1-40,390000367,390000368,용산사거리,용산,390,함안군
390000050,1-50,390000329,390000368,용산,용산,390,함안군
390000060,1-60,390000328,390000367,용산,용산사거리,390,함안군
390000070,1-70,390000056,390000005,함안버스터미널,함안버스터미널,390,함안군
390000072,1-71,390000056,390000748,함안버스터미널,별천종점-버드네,390,함안군
390000073,1-72,390000056,390000748,함안버스터미널,별천종점-버드네,390,함안군
390000075,1-73,390000056,390000748,함안버스터미널,별천종점-버드네,390,함안군
390000074,1-73,390000056,390000748,함안버스터미널,별천종점-버드네,390,함안군
390000190,1-75,390000852,390000005,별천종점-버드네,함안버스터미널,390,함안군
390000191,1-75,390000852,390000005,별천종점-버드네,함안버스터미널,390,함안군
390000200,1-76,390000852,390000005,별천종점-버드네,함안버스터미널,390,함안군
390000196,1-77,390000852,390000005,별천종점-버드네,함안버스터미널,390,함안군
390000080,1-80,390000368,390000368,용산,용산,390,함안군
390000017,1-90,389000670,390000005,의령버스터미널,함안버스터미널,390,함안군
390000209,1-90,390000056,389000462,함안버스터미널,의령버스터미널,390,함안군
390000026,1-91,390000858,389000462,군북버스터미널,의령버스터미널,390,함안군
390000054,113-01,390000368,417000102,용산,마산시외버스터미널,390,함안군
390000116,113-02,417000102,390000309,마산시외버스터미널,산정마을,390,함안군
390000120,113-03,390000851,417000102,산정마을,마산시외버스터미널,390,함안군
390000085,113-04,417000102,390000337,마산시외버스터미널,장암마을,390,함안군
390000052,113-05,390000842,417000102,장암마을,마산시외버스터미널,390,함안군
390000117,113-05,417000102,390000332,마산시외버스터미널,유원,390,함안군
390000157,113-06,390000842,417000102,장암마을,마산시외버스터미널,390,함안군
390000118,113-07,417000102,390000337,마산시외버스터미널,장암마을,390,함안군
390000125,113-07,390000842,417000102,장암마을,마산시외버스터미널,390,함안군
390000055,113-08,390000425,417000102,기공아파트,마산시외버스터미널,390,함안군
390000099,113-08,417000102,390000424,마산시외버스터미널,기공아파트앞,390,함안군
390000119,113-09,417000102,390000425,마산시외버스터미널,기공아파트,390,함안군
390000158,113-09,390000425,417000102,기공아파트,마산시외버스터미널,390,함안군
390000056,113-10,390000425,417000102,기공아파트,마산시외버스터미널,390,함안군
390000121,113-10,390000425,390000424,기공아파트,기공아파트앞,390,함안군
390000207,113-11,390000814,417000102,대산버스터미널,마산시외버스터미널,390,함안군
390000083,113-21,417000102,390000242,마산시외버스터미널,대산버스터미널,390,함안군
390000076,113-22,390000814,417000102,대산버스터미널,마산시외버스터미널,390,함안군
390000086,113-23,417000102,390000523,마산시외버스터미널,경희의원,390,함안군
390000090,113-24,417000102,390000245,마산시외버스터미널,기동,390,함안군
390000087,113-25,390000523,417000102,경희의원,마산시외버스터미널,390,함안군
390000101,113-25,390000537,417000102,기동,마산시외버스터미널,390,함안군
390000082,113-26,417000102,390000245,마산시외버스터미널,기동,390,함안군
390000092,113-27,417000102,389000654,마산시외버스터미널,득소마을,390,함안군
390000108,113-28,389000383,417000102,득소마을,마산시외버스터미널,390,함안군
390000069,113-29,417000102,389000391,마산시외버스터미널,두곡,390,함안군
390000133,113-29,389000303,417000102,두곡,마산시외버스터미널,390,함안군
390000093,113-30,417000102,389000391,마산시외버스터미널,두곡,390,함안군
390000051,113-31,389000303,417000102,두곡,마산시외버스터미널,390,함안군
390000091,113-32,417000102,389000391,마산시외버스터미널,두곡,390,함안군
390000107,113-33,389000303,417000102,두곡,마산시외버스터미널,390,함안군
390000078,113-34,390000522,417000102,경희의원,마산시외버스터미널,390,함안군
390000084,113-34,417000102,390000816,마산시외버스터미널,장포마을,390,함안군
390000102,113-34,390000254,417000102,장포마을,마산시외버스터미널,390,함안군
390000130,113-34,390000254,390000523,장포마을,경희의원,390,함안군
390000077,113-36,390000522,417000102,경희의원,마산시외버스터미널,390,함안군
390000103,113-37,390000254,417000102,장포마을,마산시외버스터미널,390,함안군
390000057,113-38,391000635,417000102,남지버스터미널,마산시외버스터미널,390,함안군
390000058,113-39,391000635,417000102,남지버스터미널,마산시외버스터미널,390,함안군
390000155,113-40,417000102,391000635,마산시외버스터미널,남지버스터미널,390,함안군
390000068,113-41,417000102,391000635,마산시외버스터미널,남지버스터미널,390,함안군
390000100,113-50,417000102,390000480,마산시외버스터미널,계내,390,함안군
390000081,113-51,417000102,390000476,마산시외버스터미널,이룡농협,390,함안군
390000067,113-52,417000102,390000476,마산시외버스터미널,이룡농협,390,함안군
390000112,113-53,390000475,417000102,이룡농협,마산시외버스터미널,390,함안군
390000094,113-54,417000102,390000476,마산시외버스터미널,이룡농협,390,함안군
390000113,113-54,390000475,417000102,이룡농협,마산시외버스터미널,390,함안군
390000111,113-55,390000475,390000328,이룡농협,용산,390,함안군
390000095,113-56,417000102,391000635,마산시외버스터미널,남지버스터미널,390,함안군
390000059,113-57,391000635,417000102,남지버스터미널,마산시외버스터미널,390,함안군
390000088,113-58,417000102,391000635,마산시외버스터미널,남지버스터미널,390,함안군
390000156,113-58,391000635,417000102,남지버스터미널,마산시외버스터미널,390,함안군
390000063,113-59,417000102,391000635,마산시외버스터미널,남지버스터미널,390,함안군
390000061,113-60,417000102,390000269,마산시외버스터미널,음달마을,390,함안군
390000126,113-60,390000107,417000102,내봉촌,마산시외버스터미널,390,함안군
390000105,113-70,390000433,414000016,유계,창원종합버스터미널,390,함안군
390000066,113-71,417000102,390000434,마산시외버스터미널,유계,390,함안군
390000089,113-72,417000102,390000368,마산시외버스터미널,용산,390,함안군
390000122,113-73,390000272,414000016,남양마을,창원종합버스터미널,390,함안군
390000053,113-74,390000272,417000102,남양마을,마산시외버스터미널,390,함안군
390000097,113-74,417000102,390000101,마산시외버스터미널,남양마을,390,함안군
390000098,113-75,417000102,390000101,마산시외버스터미널,남양마을,390,함안군
390000127,113-75,390000272,417000102,남양마을,마산시외버스터미널,390,함안군
390000206,113-76,390000272,417000102,남양마을,마산시외버스터미널,390,함안군
390000142,113-77,390000272,417000102,남양마을,마산시외버스터미널,390,함안군
390000114,113-78,390000476,414000016,이룡농협,창원종합버스터미널,390,함안군
390000115,113-78,414000016,390000475,창원종합버스터미널,이룡농협,390,함안군
390000096,113-79,417000102,390000475,마산시외버스터미널,이룡농협,390,함안군
390000138,113-79,390000476,417000102,이룡농협,마산시외버스터미널,390,함안군
390000137,113-80,391000635,414000016,남지버스터미널,창원종합버스터미널,390,함안군
390000064,113-81,417000102,391000635,마산시외버스터미널,남지버스터미널,390,함안군
390000136,113-81,391000635,417000102,남지버스터미널,마산시외버스터미널,390,함안군
390000154,113-81,414000016,391000635,창원종합버스터미널,남지버스터미널,390,함안군
390000104,113-82,391000635,417000102,남지버스터미널,마산시외버스터미널,390,함안군
390000079,113-83,390000107,417000102,내봉촌,마산시외버스터미널,390,함안군
390000135,113-83,417000102,390000269,마산시외버스터미널,음달마을,390,함안군
390000062,113-84,417000102,390000269,마산시외버스터미널,음달마을,390,함안군
390000128,113-84,390000107,417000102,내봉촌,마산시외버스터미널,390,함안군
390000146,114-10,414000016,390000170,창원종합버스터미널,주공아파트,390,함안군
390000132,114-11,390000171,417000102,주공아파트정문,마산시외버스터미널,390,함안군
390000208,114-11,417000102,390000170,마산시외버스터미널,주공아파트,390,함안군
390000210,114-11,390000171,417000102,주공아파트정문,마산시외버스터미널,390,함안군
390000147,114-12,414000016,390000170,창원종합버스터미널,주공아파트,390,함안군
390000153,114-12,390000171,414000016,주공아파트정문,창원종합버스터미널,390,함안군
390000131,114-13,390000171,417000102,주공아파트정문,마산시외버스터미널,390,함안군
390000152,114-13,417000102,390000170,마산시외버스터미널,주공아파트,390,함안군
390000144,114-14,414000016,390000170,창원종합버스터미널,주공아파트,390,함안군
390000148,114-15,390000171,414000016,주공아파트정문,창원종합버스터미널,390,함안군
390000150,114-16,390000171,414000016,주공아파트정문,창원종합버스터미널,390,함안군
390000145,114-20,414000016,390000027,창원종합버스터미널,군북버스터미널,390,함안군
390000149,114-20,390000027,414000016,군북버스터미널,창원종합버스터미널,390,함안군
390000109,114-21,417000102,390000027,마산시외버스터미널,군북버스터미널,390,함안군
390000141,114-21,390000027,417000102,군북버스터미널,마산시외버스터미널,390,함안군
390000110,114-22,390000027,417000102,군북버스터미널,마산시외버스터미널,390,함안군
390000159,114-22,417000102,390000027,마산시외버스터미널,군북버스터미널,390,함안군
390000124,114-23,390000027,417000102,군북버스터미널,마산시외버스터미널,390,함안군
390000140,114-23,417000102,390000027,마산시외버스터미널,군북버스터미널,390,함안군
390000065,114-35,417000102,390000816,마산시외버스터미널,장포마을,390,함안군
390000307,2,390000864,390000865,송정주차장,송정주차장,390,함안군
390000308,2,390000864,390000865,송정주차장,송정주차장,390,함안군
390000309,2,390000864,390000865,송정주차장,송정주차장,390,함안군
390000310,2,390000864,390000865,송정주차장,송정주차장,390,함안군
390000033,250-10,416000083,416000083,마산남부시외버스터미널,마산남부시외버스터미널,390,함안군
390000034,250-10,416000083,390000423,마산남부시외버스터미널,에이스아파트,390,함안군
390000035,250-10,390000823,416000083,에이스아파트,마산남부시외버스터미널,390,함안군
390000042,250-20,416000083,416000083,마산남부시외버스터미널,마산남부시외버스터미널,390,함안군
390000176,250-20,390000522,416000083,경희의원,마산남부시외버스터미널,390,함안군
390000178,250-21,416000083,390000523,마산남부시외버스터미널,경희의원,390,함안군
390000172,250-22,416000083,390000523,마산남부시외버스터미널,경희의원,390,함안군
390000046,250-23,390000522,416000083,경희의원,마산남부시외버스터미널,390,함안군
390000179,250-23,416000083,390000523,마산남부시외버스터미널,경희의원,390,함안군
390000043,250-30,416000083,390000295,마산남부시외버스터미널,청계,390,함안군
